FSMtype	States	Inputs	Outputs	Sequences	Symbols	Seconds	Algorithm	AlgId	fileName
2	1000	5	5	4737	5003	0.130136	ShortestSeparatingSequences	0	Mealy_R1000_5.fsm
2	1000	5	5	4734	4980	0.133455	SeparatingSequencesFromSplittingTree	1	Mealy_R1000_5.fsm
2	1000	5	5	1188	5177	0.409339	SplittingTreeBased	2	Mealy_R1000_5.fsm
2	1000	5	5	4718	5047	0.130043	ShortestSeparatingSequences	0	Mealy_R1000_5_YTeSt.fsm
2	1000	5	5	4717	5029	0.126661	SeparatingSequencesFromSplittingTree	1	Mealy_R1000_5_YTeSt.fsm
2	1000	5	5	1190	5074	0.410973	SplittingTreeBased	2	Mealy_R1000_5_YTeSt.fsm
2	1000	5	5	4717	5011	0.130671	ShortestSeparatingSequences	0	Mealy_R1000_5_drWXi.fsm
2	1000	5	5	4704	4980	0.127826	SeparatingSequencesFromSplittingTree	1	Mealy_R1000_5_drWXi.fsm
2	1000	5	5	1210	5157	0.413271	SplittingTreeBased	2	Mealy_R1000_5_drWXi.fsm
2	1000	5	5	4708	5017	0.130749	ShortestSeparatingSequences	0	Mealy_R1000_5_ikN4P.fsm
2	1000	5	5	4709	5000	0.126871	SeparatingSequencesFromSplittingTree	1	Mealy_R1000_5_ikN4P.fsm
2	1000	5	5	1194	5145	0.414498	SplittingTreeBased	2	Mealy_R1000_5_ikN4P.fsm
2	1000	5	5	4738	5030	0.131804	ShortestSeparatingSequences	0	Mealy_R1000_5_a77CF.fsm
2	1000	5	5	4748	5026	0.128644	SeparatingSequencesFromSplittingTree	1	Mealy_R1000_5_a77CF.fsm
2	1000	5	5	1181	5179	0.416832	SplittingTreeBased	2	Mealy_R1000_5_a77CF.fsm
2	1000	5	5	4741	5042	0.131806	ShortestSeparatingSequences	0	Mealy_R1000_5_phlF1.fsm
2	1000	5	5	4753	5040	0.127678	SeparatingSequencesFromSplittingTree	1	Mealy_R1000_5_phlF1.fsm
2	1000	5	5	1193	5169	0.416616	SplittingTreeBased	2	Mealy_R1000_5_phlF1.fsm
2	1000	5	5	4703	5043	0.133930	ShortestSeparatingSequences	0	Mealy_R1000_5_zxTYe.fsm
2	1000	5	5	4705	5020	0.128053	SeparatingSequencesFromSplittingTree	1	Mealy_R1000_5_zxTYe.fsm
2	1000	5	5	1182	5094	0.414438	SplittingTreeBased	2	Mealy_R1000_5_zxTYe.fsm
2	1000	5	5	4721	5010	0.131205	ShortestSeparatingSequences	0	Mealy_R1000_5_rUIOf.fsm
2	1000	5	5	4728	5000	0.127512	SeparatingSequencesFromSplittingTree	1	Mealy_R1000_5_rUIOf.fsm
2	1000	5	5	1202	5118	0.416447	SplittingTreeBased	2	Mealy_R1000_5_rUIOf.fsm
2	1000	5	5	4715	5050	0.131167	ShortestSeparatingSequences	0	Mealy_R1000_5_Jr9i9.fsm
2	1000	5	5	4719	5032	0.127991	SeparatingSequencesFromSplittingTree	1	Mealy_R1000_5_Jr9i9.fsm
2	1000	5	5	1204	5137	0.419759	SplittingTreeBased	2	Mealy_R1000_5_Jr9i9.fsm
2	1000	5	5	4713	4995	0.135199	ShortestSeparatingSequences	0	Mealy_R1000_5_SamOy.fsm
2	1000	5	5	4705	4988	0.127778	SeparatingSequencesFromSplittingTree	1	Mealy_R1000_5_SamOy.fsm
2	1000	5	5	1215	5105	0.419304	SplittingTreeBased	2	Mealy_R1000_5_SamOy.fsm
2	1000	5	5	4731	5076	0.133525	ShortestSeparatingSequences	0	Mealy_R1000_5_O9Xli.fsm
2	1000	5	5	4748	5071	0.127782	SeparatingSequencesFromSplittingTree	1	Mealy_R1000_5_O9Xli.fsm
2	1000	5	5	1181	5142	0.429676	SplittingTreeBased	2	Mealy_R1000_5_O9Xli.fsm
2	1000	5	5	4749	5078	0.131515	ShortestSeparatingSequences	0	Mealy_R1000_5_TQ4gD.fsm
2	1000	5	5	4742	5047	0.129127	SeparatingSequencesFromSplittingTree	1	Mealy_R1000_5_TQ4gD.fsm
2	1000	5	5	1189	5136	0.430337	SplittingTreeBased	2	Mealy_R1000_5_TQ4gD.fsm
2	1000	5	5	4747	5070	0.133734	ShortestSeparatingSequences	0	Mealy_R1000_5_H3z2Q.fsm
2	1000	5	5	4722	5051	0.130163	SeparatingSequencesFromSplittingTree	1	Mealy_R1000_5_H3z2Q.fsm
2	1000	5	5	1208	5178	0.431210	SplittingTreeBased	2	Mealy_R1000_5_H3z2Q.fsm
2	1000	5	5	4733	5067	0.133639	ShortestSeparatingSequences	0	Mealy_R1000_5_lXfe7.fsm
2	1000	5	5	4727	5051	0.132836	SeparatingSequencesFromSplittingTree	1	Mealy_R1000_5_lXfe7.fsm
2	1000	5	5	1221	5183	0.436501	SplittingTreeBased	2	Mealy_R1000_5_lXfe7.fsm
2	1000	5	5	4721	5030	0.134245	ShortestSeparatingSequences	0	Mealy_R1000_5_uqcx0.fsm
2	1000	5	5	4719	5015	0.130133	SeparatingSequencesFromSplittingTree	1	Mealy_R1000_5_uqcx0.fsm
2	1000	5	5	1207	5176	0.435901	SplittingTreeBased	2	Mealy_R1000_5_uqcx0.fsm
2	1000	5	5	4747	5039	0.135827	ShortestSeparatingSequences	0	Mealy_R1000_5_b3qHz.fsm
2	1000	5	5	4747	5029	0.134315	SeparatingSequencesFromSplittingTree	1	Mealy_R1000_5_b3qHz.fsm
2	1000	5	5	1193	5178	0.438206	SplittingTreeBased	2	Mealy_R1000_5_b3qHz.fsm
2	1000	5	5	4713	5041	0.134388	ShortestSeparatingSequences	0	Mealy_R1000_5_GSsQR.fsm
2	1000	5	5	4718	5029	0.132400	SeparatingSequencesFromSplittingTree	1	Mealy_R1000_5_GSsQR.fsm
2	1000	5	5	1184	5161	0.444548	SplittingTreeBased	2	Mealy_R1000_5_GSsQR.fsm
2	1000	5	5	4750	5080	0.134934	ShortestSeparatingSequences	0	Mealy_R1000_5_h2D43.fsm
2	1000	5	5	4739	5048	0.133065	SeparatingSequencesFromSplittingTree	1	Mealy_R1000_5_h2D43.fsm
2	1000	5	5	1187	5108	0.439885	SplittingTreeBased	2	Mealy_R1000_5_h2D43.fsm
2	1000	5	5	4725	5031	0.135468	ShortestSeparatingSequences	0	Mealy_R1000_5_4m0xr.fsm
2	1000	5	5	4740	5040	0.129611	SeparatingSequencesFromSplittingTree	1	Mealy_R1000_5_4m0xr.fsm
2	1000	5	5	1159	5104	0.440554	SplittingTreeBased	2	Mealy_R1000_5_4m0xr.fsm
2	1000	5	5	4719	5059	0.136868	ShortestSeparatingSequences	0	Mealy_R1000_5_VBOjR.fsm
2	1000	5	5	4688	5015	0.131094	SeparatingSequencesFromSplittingTree	1	Mealy_R1000_5_VBOjR.fsm
2	1000	5	5	1187	5119	0.440593	SplittingTreeBased	2	Mealy_R1000_5_VBOjR.fsm
2	1000	5	5	4730	5026	0.135523	ShortestSeparatingSequences	0	Mealy_R1000_5_jgBD6.fsm
2	1000	5	5	4729	5012	0.131737	SeparatingSequencesFromSplittingTree	1	Mealy_R1000_5_jgBD6.fsm
2	1000	5	5	1200	5117	0.446884	SplittingTreeBased	2	Mealy_R1000_5_jgBD6.fsm
2	1000	5	5	4733	5057	0.135488	ShortestSeparatingSequences	0	Mealy_R1000_5_oqEsf.fsm
2	1000	5	5	4727	5029	0.131124	SeparatingSequencesFromSplittingTree	1	Mealy_R1000_5_oqEsf.fsm
2	1000	5	5	1193	5126	0.449733	SplittingTreeBased	2	Mealy_R1000_5_oqEsf.fsm
2	1000	5	5	4760	5053	0.135929	ShortestSeparatingSequences	0	Mealy_R1000_5_CQrDn.fsm
2	1000	5	5	4750	5031	0.132519	SeparatingSequencesFromSplittingTree	1	Mealy_R1000_5_CQrDn.fsm
2	1000	5	5	1222	5149	0.451165	SplittingTreeBased	2	Mealy_R1000_5_CQrDn.fsm
2	1000	5	5	4736	5036	0.138109	ShortestSeparatingSequences	0	Mealy_R1000_5_IQ4rr.fsm
2	1000	5	5	4657	5009	0.133720	SeparatingSequencesFromSplittingTree	1	Mealy_R1000_5_IQ4rr.fsm
2	1000	5	5	1211	5089	0.453852	SplittingTreeBased	2	Mealy_R1000_5_IQ4rr.fsm
2	1000	5	5	4728	5065	0.137300	ShortestSeparatingSequences	0	Mealy_R1000_5_YS9JK.fsm
2	1000	5	5	4676	5024	0.136381	SeparatingSequencesFromSplittingTree	1	Mealy_R1000_5_YS9JK.fsm
2	1000	5	5	1190	5130	0.458184	SplittingTreeBased	2	Mealy_R1000_5_YS9JK.fsm
2	1000	5	5	4709	5016	0.137585	ShortestSeparatingSequences	0	Mealy_R1000_5_QpXME.fsm
2	1000	5	5	4707	5002	0.134538	SeparatingSequencesFromSplittingTree	1	Mealy_R1000_5_QpXME.fsm
2	1000	5	5	1191	5172	0.462711	SplittingTreeBased	2	Mealy_R1000_5_QpXME.fsm
2	1000	5	5	4710	5016	0.139241	ShortestSeparatingSequences	0	Mealy_R1000_5_Z6WS7.fsm
2	1000	5	5	4709	5007	0.134842	SeparatingSequencesFromSplittingTree	1	Mealy_R1000_5_Z6WS7.fsm
2	1000	5	5	1194	5116	0.462491	SplittingTreeBased	2	Mealy_R1000_5_Z6WS7.fsm
2	1000	5	5	4732	5021	0.137045	ShortestSeparatingSequences	0	Mealy_R1000_5_0IRrs.fsm
2	1000	5	5	4694	5009	0.137753	SeparatingSequencesFromSplittingTree	1	Mealy_R1000_5_0IRrs.fsm
2	1000	5	5	1191	5145	0.467731	SplittingTreeBased	2	Mealy_R1000_5_0IRrs.fsm
2	1000	5	5	4752	5109	0.137618	ShortestSeparatingSequences	0	Mealy_R1000_5_57Oo1.fsm
2	1000	5	5	4748	5092	0.136937	SeparatingSequencesFromSplittingTree	1	Mealy_R1000_5_57Oo1.fsm
2	1000	5	5	1206	5175	0.470506	SplittingTreeBased	2	Mealy_R1000_5_57Oo1.fsm
2	1000	5	5	4745	5051	0.137625	ShortestSeparatingSequences	0	Mealy_R1000_5_Rx9ZB.fsm
2	1000	5	5	4741	5033	0.137372	SeparatingSequencesFromSplittingTree	1	Mealy_R1000_5_Rx9ZB.fsm
