FSMtype	States	Inputs	Outputs	Sequences	Symbols	Seconds	Algorithm	AlgId	fileName
4	40	5	2	166	366	0.000323	ShortestSeparatingSequences	0	DFA_R40_5.fsm
4	40	5	2	165	380	0.000530	SeparatingSequencesFromSplittingTree	1	DFA_R40_5.fsm
4	40	5	2	56	426	0.001422	SplittingTreeBased	2	DFA_R40_5.fsm
4	40	5	2	173	400	0.000294	ShortestSeparatingSequences	0	DFA_R40_5_YNEWc.fsm
4	40	5	2	152	388	0.000560	SeparatingSequencesFromSplittingTree	1	DFA_R40_5_YNEWc.fsm
4	40	5	2	49	430	0.001432	SplittingTreeBased	2	DFA_R40_5_YNEWc.fsm
4	40	5	2	163	372	0.000299	ShortestSeparatingSequences	0	DFA_R40_5_X7LFq.fsm
4	40	5	2	164	380	0.000490	SeparatingSequencesFromSplittingTree	1	DFA_R40_5_X7LFq.fsm
4	40	5	2	58	408	0.001370	SplittingTreeBased	2	DFA_R40_5_X7LFq.fsm
4	40	5	2	166	378	0.000278	ShortestSeparatingSequences	0	DFA_R40_5_LQrGP.fsm
4	40	5	2	165	394	0.000502	SeparatingSequencesFromSplittingTree	1	DFA_R40_5_LQrGP.fsm
4	40	5	2	53	446	0.001466	SplittingTreeBased	2	DFA_R40_5_LQrGP.fsm
4	40	5	2	169	370	0.000285	ShortestSeparatingSequences	0	DFA_R40_5_BR9QM.fsm
4	40	5	2	169	378	0.000456	SeparatingSequencesFromSplittingTree	1	DFA_R40_5_BR9QM.fsm
4	40	5	2	54	428	0.001362	SplittingTreeBased	2	DFA_R40_5_BR9QM.fsm
4	40	5	2	169	394	0.000265	ShortestSeparatingSequences	0	DFA_R40_5_Zhf9Q.fsm
4	40	5	2	159	386	0.000491	SeparatingSequencesFromSplittingTree	1	DFA_R40_5_Zhf9Q.fsm
4	40	5	2	53	482	0.001494	SplittingTreeBased	2	DFA_R40_5_Zhf9Q.fsm
4	40	5	2	163	366	0.000274	ShortestSeparatingSequences	0	DFA_R40_5_z94ii.fsm
4	40	5	2	152	376	0.000530	SeparatingSequencesFromSplittingTree	1	DFA_R40_5_z94ii.fsm
4	40	5	2	64	432	0.001376	SplittingTreeBased	2	DFA_R40_5_z94ii.fsm
4	40	5	2	169	402	0.000291	ShortestSeparatingSequences	0	DFA_R40_5_YUtZf.fsm
4	40	5	2	156	390	0.000550	SeparatingSequencesFromSplittingTree	1	DFA_R40_5_YUtZf.fsm
4	40	5	2	50	422	0.001449	SplittingTreeBased	2	DFA_R40_5_YUtZf.fsm
4	40	5	2	168	380	0.000282	ShortestSeparatingSequences	0	DFA_R40_5_zridH.fsm
4	40	5	2	156	384	0.000533	SeparatingSequencesFromSplittingTree	1	DFA_R40_5_zridH.fsm
4	40	5	2	63	458	0.001409	SplittingTreeBased	2	DFA_R40_5_zridH.fsm
4	40	5	2	162	404	0.000283	ShortestSeparatingSequences	0	DFA_R40_5_BZHp9.fsm
4	40	5	2	160	402	0.000526	SeparatingSequencesFromSplittingTree	1	DFA_R40_5_BZHp9.fsm
4	40	5	2	52	420	0.001428	SplittingTreeBased	2	DFA_R40_5_BZHp9.fsm
4	40	5	2	175	398	0.000278	ShortestSeparatingSequences	0	DFA_R40_5_jSuXD.fsm
4	40	5	2	155	396	0.000599	SeparatingSequencesFromSplittingTree	1	DFA_R40_5_jSuXD.fsm
4	40	5	2	56	424	0.001462	SplittingTreeBased	2	DFA_R40_5_jSuXD.fsm
4	40	5	2	171	378	0.000312	ShortestSeparatingSequences	0	DFA_R40_5_vsqTK.fsm
4	40	5	2	161	378	0.000497	SeparatingSequencesFromSplittingTree	1	DFA_R40_5_vsqTK.fsm
4	40	5	2	50	436	0.001429	SplittingTreeBased	2	DFA_R40_5_vsqTK.fsm
4	40	5	2	165	426	0.000324	ShortestSeparatingSequences	0	DFA_R40_5_Lz9zo.fsm
4	40	5	2	170	430	0.000555	SeparatingSequencesFromSplittingTree	1	DFA_R40_5_Lz9zo.fsm
4	40	5	2	49	460	0.001607	SplittingTreeBased	2	DFA_R40_5_Lz9zo.fsm
4	40	5	2	166	382	0.000288	ShortestSeparatingSequences	0	DFA_R40_5_wP1mT.fsm
4	40	5	2	159	368	0.000499	SeparatingSequencesFromSplittingTree	1	DFA_R40_5_wP1mT.fsm
4	40	5	2	52	414	0.001401	SplittingTreeBased	2	DFA_R40_5_wP1mT.fsm
4	40	5	2	178	398	0.000298	ShortestSeparatingSequences	0	DFA_R40_5_RcBjj.fsm
4	40	5	2	167	382	0.000493	SeparatingSequencesFromSplittingTree	1	DFA_R40_5_RcBjj.fsm
4	40	5	2	58	418	0.001369	SplittingTreeBased	2	DFA_R40_5_RcBjj.fsm
4	40	5	2	166	374	0.000280	ShortestSeparatingSequences	0	DFA_R40_5_6Nep7.fsm
4	40	5	2	166	382	0.000523	SeparatingSequencesFromSplittingTree	1	DFA_R40_5_6Nep7.fsm
4	40	5	2	57	430	0.001424	SplittingTreeBased	2	DFA_R40_5_6Nep7.fsm
4	40	5	2	162	378	0.000296	ShortestSeparatingSequences	0	DFA_R40_5_0yuBK.fsm
4	40	5	2	153	364	0.000566	SeparatingSequencesFromSplittingTree	1	DFA_R40_5_0yuBK.fsm
4	40	5	2	60	414	0.001391	SplittingTreeBased	2	DFA_R40_5_0yuBK.fsm
4	40	5	2	171	370	0.000293	ShortestSeparatingSequences	0	DFA_R40_5_t7Ftq.fsm
4	40	5	2	166	370	0.000453	SeparatingSequencesFromSplittingTree	1	DFA_R40_5_t7Ftq.fsm
4	40	5	2	49	416	0.001349	SplittingTreeBased	2	DFA_R40_5_t7Ftq.fsm
4	40	5	2	165	366	0.000288	ShortestSeparatingSequences	0	DFA_R40_5_ogw44.fsm
4	40	5	2	158	382	0.000519	SeparatingSequencesFromSplittingTree	1	DFA_R40_5_ogw44.fsm
4	40	5	2	52	460	0.001486	SplittingTreeBased	2	DFA_R40_5_ogw44.fsm
4	40	5	2	168	370	0.000302	ShortestSeparatingSequences	0	DFA_R40_5_AoG2h.fsm
4	40	5	2	157	368	0.000474	SeparatingSequencesFromSplittingTree	1	DFA_R40_5_AoG2h.fsm
4	40	5	2	51	408	0.001356	SplittingTreeBased	2	DFA_R40_5_AoG2h.fsm
4	40	5	2	175	400	0.000294	ShortestSeparatingSequences	0	DFA_R40_5_QaYlu.fsm
4	40	5	2	164	380	0.000499	SeparatingSequencesFromSplittingTree	1	DFA_R40_5_QaYlu.fsm
4	40	5	2	48	430	0.001399	SplittingTreeBased	2	DFA_R40_5_QaYlu.fsm
4	40	5	2	168	386	0.000298	ShortestSeparatingSequences	0	DFA_R40_5_CxIM5.fsm
4	40	5	2	157	376	0.000512	SeparatingSequencesFromSplittingTree	1	DFA_R40_5_CxIM5.fsm
4	40	5	2	55	428	0.001379	SplittingTreeBased	2	DFA_R40_5_CxIM5.fsm
4	40	5	2	165	384	0.000289	ShortestSeparatingSequences	0	DFA_R40_5_fQpsq.fsm
4	40	5	2	159	396	0.000515	SeparatingSequencesFromSplittingTree	1	DFA_R40_5_fQpsq.fsm
4	40	5	2	66	444	0.001374	SplittingTreeBased	2	DFA_R40_5_fQpsq.fsm
4	40	5	2	161	376	0.000282	ShortestSeparatingSequences	0	DFA_R40_5_FnZVi.fsm
4	40	5	2	152	400	0.000507	SeparatingSequencesFromSplittingTree	1	DFA_R40_5_FnZVi.fsm
4	40	5	2	48	444	0.001458	SplittingTreeBased	2	DFA_R40_5_FnZVi.fsm
4	40	5	2	165	376	0.000282	ShortestSeparatingSequences	0	DFA_R40_5_IZesj.fsm
4	40	5	2	146	378	0.000499	SeparatingSequencesFromSplittingTree	1	DFA_R40_5_IZesj.fsm
4	40	5	2	51	432	0.001401	SplittingTreeBased	2	DFA_R40_5_IZesj.fsm
4	40	5	2	165	382	0.000303	ShortestSeparatingSequences	0	DFA_R40_5_ulOAj.fsm
4	40	5	2	156	382	0.000503	SeparatingSequencesFromSplittingTree	1	DFA_R40_5_ulOAj.fsm
4	40	5	2	49	406	0.001422	SplittingTreeBased	2	DFA_R40_5_ulOAj.fsm
4	40	5	2	168	402	0.000289	ShortestSeparatingSequences	0	DFA_R40_5_tzBwK.fsm
4	40	5	2	158	380	0.000516	SeparatingSequencesFromSplittingTree	1	DFA_R40_5_tzBwK.fsm
4	40	5	2	51	422	0.001432	SplittingTreeBased	2	DFA_R40_5_tzBwK.fsm
4	40	5	2	167	382	0.000300	ShortestSeparatingSequences	0	DFA_R40_5_IZlrA.fsm
4	40	5	2	154	368	0.000524	SeparatingSequencesFromSplittingTree	1	DFA_R40_5_IZlrA.fsm
4	40	5	2	54	424	0.001427	SplittingTreeBased	2	DFA_R40_5_IZlrA.fsm
4	40	5	2	168	364	0.000295	ShortestSeparatingSequences	0	DFA_R40_5_p0l9P.fsm
