FSMtype	States	Inputs	Outputs	Sequences	Symbols	Seconds	Algorithm	AlgId	fileName
1	100	5	5	247	496	0.001251	ShortestSeparatingSequences	0	DFSM_R100_5.fsm
1	100	5	5	248	498	0.001246	SeparatingSequencesFromSplittingTree	1	DFSM_R100_5.fsm
1	100	5	5	100	513	0.004137	SplittingTreeBased	2	DFSM_R100_5.fsm
1	100	5	5	263	526	0.001223	ShortestSeparatingSequences	0	DFSM_R100_5_mcDTD.fsm
1	100	5	5	263	526	0.001197	SeparatingSequencesFromSplittingTree	1	DFSM_R100_5_mcDTD.fsm
1	100	5	5	100	503	0.004026	SplittingTreeBased	2	DFSM_R100_5_mcDTD.fsm
1	100	5	5	266	540	0.001095	ShortestSeparatingSequences	0	DFSM_R100_5_fKSiJ.fsm
1	100	5	5	265	536	0.001195	SeparatingSequencesFromSplittingTree	1	DFSM_R100_5_fKSiJ.fsm
1	100	5	5	100	522	0.004123	SplittingTreeBased	2	DFSM_R100_5_fKSiJ.fsm
1	100	5	5	249	498	0.001081	ShortestSeparatingSequences	0	DFSM_R100_5_y6j9c.fsm
1	100	5	5	251	502	0.001165	SeparatingSequencesFromSplittingTree	1	DFSM_R100_5_y6j9c.fsm
1	100	5	5	100	528	0.004174	SplittingTreeBased	2	DFSM_R100_5_y6j9c.fsm
1	100	5	5	255	510	0.001070	ShortestSeparatingSequences	0	DFSM_R100_5_9DkMk.fsm
1	100	5	5	255	510	0.001154	SeparatingSequencesFromSplittingTree	1	DFSM_R100_5_9DkMk.fsm
1	100	5	5	100	522	0.004106	SplittingTreeBased	2	DFSM_R100_5_9DkMk.fsm
1	100	5	5	269	538	0.001095	ShortestSeparatingSequences	0	DFSM_R100_5_2lbo2.fsm
1	100	5	5	273	546	0.001219	SeparatingSequencesFromSplittingTree	1	DFSM_R100_5_2lbo2.fsm
1	100	5	5	100	535	0.004216	SplittingTreeBased	2	DFSM_R100_5_2lbo2.fsm
1	100	5	5	258	516	0.001105	ShortestSeparatingSequences	0	DFSM_R100_5_CUPXH.fsm
1	100	5	5	258	516	0.001228	SeparatingSequencesFromSplittingTree	1	DFSM_R100_5_CUPXH.fsm
1	100	5	5	102	528	0.004185	SplittingTreeBased	2	DFSM_R100_5_CUPXH.fsm
1	100	5	5	265	532	0.001084	ShortestSeparatingSequences	0	DFSM_R100_5_tsUTC.fsm
1	100	5	5	259	520	0.001189	SeparatingSequencesFromSplittingTree	1	DFSM_R100_5_tsUTC.fsm
1	100	5	5	100	504	0.004011	SplittingTreeBased	2	DFSM_R100_5_tsUTC.fsm
1	100	5	5	256	512	0.001063	ShortestSeparatingSequences	0	DFSM_R100_5_P1glj.fsm
1	100	5	5	256	512	0.001191	SeparatingSequencesFromSplittingTree	1	DFSM_R100_5_P1glj.fsm
1	100	5	5	100	537	0.004196	SplittingTreeBased	2	DFSM_R100_5_P1glj.fsm
1	100	5	5	274	548	0.001055	ShortestSeparatingSequences	0	DFSM_R100_5_KS8rq.fsm
1	100	5	5	269	538	0.001200	SeparatingSequencesFromSplittingTree	1	DFSM_R100_5_KS8rq.fsm
1	100	5	5	100	510	0.004090	SplittingTreeBased	2	DFSM_R100_5_KS8rq.fsm
1	100	5	5	260	520	0.001085	ShortestSeparatingSequences	0	DFSM_R100_5_smWvT.fsm
1	100	5	5	251	502	0.001201	SeparatingSequencesFromSplittingTree	1	DFSM_R100_5_smWvT.fsm
1	100	5	5	100	501	0.004038	SplittingTreeBased	2	DFSM_R100_5_smWvT.fsm
1	100	5	5	254	508	0.001067	ShortestSeparatingSequences	0	DFSM_R100_5_jdlqv.fsm
1	100	5	5	254	508	0.001178	SeparatingSequencesFromSplittingTree	1	DFSM_R100_5_jdlqv.fsm
1	100	5	5	100	493	0.003966	SplittingTreeBased	2	DFSM_R100_5_jdlqv.fsm
1	100	5	5	254	512	0.001036	ShortestSeparatingSequences	0	DFSM_R100_5_flhNi.fsm
1	100	5	5	251	504	0.001184	SeparatingSequencesFromSplittingTree	1	DFSM_R100_5_flhNi.fsm
1	100	5	5	100	516	0.004090	SplittingTreeBased	2	DFSM_R100_5_flhNi.fsm
1	100	5	5	253	506	0.001036	ShortestSeparatingSequences	0	DFSM_R100_5_OK5Me.fsm
1	100	5	5	254	508	0.001179	SeparatingSequencesFromSplittingTree	1	DFSM_R100_5_OK5Me.fsm
