FSMtype	States	Inputs	Outputs	Sequences	Symbols	Seconds	Algorithm	AlgId	fileName
2	30	5	5	82	82	0.000159	ShortestSeparatingSequences	0	Mealy_R30_5.fsm
2	30	5	5	84	84	0.000209	SeparatingSequencesFromSplittingTree	1	Mealy_R30_5.fsm
2	30	5	5	32	83	0.000376	SplittingTreeBased	2	Mealy_R30_5.fsm
2	30	5	5	83	83	0.000116	ShortestSeparatingSequences	0	Mealy_R30_5_pURMT.fsm
2	30	5	5	84	84	0.000190	SeparatingSequencesFromSplittingTree	1	Mealy_R30_5_pURMT.fsm
2	30	5	5	32	82	0.000376	SplittingTreeBased	2	Mealy_R30_5_pURMT.fsm
2	30	5	5	86	86	0.000113	ShortestSeparatingSequences	0	Mealy_R30_5_qPn3v.fsm
2	30	5	5	82	82	0.000184	SeparatingSequencesFromSplittingTree	1	Mealy_R30_5_qPn3v.fsm
2	30	5	5	37	96	0.000393	SplittingTreeBased	2	Mealy_R30_5_qPn3v.fsm
2	30	5	5	80	80	0.000112	ShortestSeparatingSequences	0	Mealy_R30_5_J4Dif.fsm
2	30	5	5	81	81	0.000186	SeparatingSequencesFromSplittingTree	1	Mealy_R30_5_J4Dif.fsm
2	30	5	5	34	88	0.000382	SplittingTreeBased	2	Mealy_R30_5_J4Dif.fsm
2	30	5	5	84	86	0.000138	ShortestSeparatingSequences	0	Mealy_R30_5_sf7hM.fsm
2	30	5	5	81	83	0.000167	SeparatingSequencesFromSplittingTree	1	Mealy_R30_5_sf7hM.fsm
2	30	5	5	30	80	0.000368	SplittingTreeBased	2	Mealy_R30_5_sf7hM.fsm
2	30	5	5	82	82	0.000119	ShortestSeparatingSequences	0	Mealy_R30_5_vZi07.fsm
2	30	5	5	88	88	0.000204	SeparatingSequencesFromSplittingTree	1	Mealy_R30_5_vZi07.fsm
2	30	5	5	34	90	0.000396	SplittingTreeBased	2	Mealy_R30_5_vZi07.fsm
2	30	5	5	83	83	0.000151	ShortestSeparatingSequences	0	Mealy_R30_5_vZ3yq.fsm
2	30	5	5	85	85	0.000201	SeparatingSequencesFromSplittingTree	1	Mealy_R30_5_vZ3yq.fsm
2	30	5	5	34	81	0.000391	SplittingTreeBased	2	Mealy_R30_5_vZ3yq.fsm
2	30	5	5	89	91	0.000132	ShortestSeparatingSequences	0	Mealy_R30_5_xKMpU.fsm
2	30	5	5	84	86	0.000210	SeparatingSequencesFromSplittingTree	1	Mealy_R30_5_xKMpU.fsm
2	30	5	5	32	84	0.000391	SplittingTreeBased	2	Mealy_R30_5_xKMpU.fsm
2	30	5	5	82	82	0.000116	ShortestSeparatingSequences	0	Mealy_R30_5_b3A4z.fsm
2	30	5	5	78	78	0.000180	SeparatingSequencesFromSplittingTree	1	Mealy_R30_5_b3A4z.fsm
2	30	5	5	32	95	0.000401	SplittingTreeBased	2	Mealy_R30_5_b3A4z.fsm
2	30	5	5	80	80	0.000117	ShortestSeparatingSequences	0	Mealy_R30_5_jv7UO.fsm
2	30	5	5	87	87	0.000173	SeparatingSequencesFromSplittingTree	1	Mealy_R30_5_jv7UO.fsm
2	30	5	5	30	91	0.000385	SplittingTreeBased	2	Mealy_R30_5_jv7UO.fsm
2	30	5	5	83	83	0.000114	ShortestSeparatingSequences	0	Mealy_R30_5_8sUeB.fsm
2	30	5	5	89	89	0.000187	SeparatingSequencesFromSplittingTree	1	Mealy_R30_5_8sUeB.fsm
2	30	5	5	36	94	0.000399	SplittingTreeBased	2	Mealy_R30_5_8sUeB.fsm
2	30	5	5	80	80	0.000135	ShortestSeparatingSequences	0	Mealy_R30_5_iTdCo.fsm
2	30	5	5	80	80	0.000201	SeparatingSequencesFromSplittingTree	1	Mealy_R30_5_iTdCo.fsm
2	30	5	5	32	82	0.000374	SplittingTreeBased	2	Mealy_R30_5_iTdCo.fsm
2	30	5	5	83	83	0.000122	ShortestSeparatingSequences	0	Mealy_R30_5_KrRVX.fsm
2	30	5	5	81	81	0.000196	SeparatingSequencesFromSplittingTree	1	Mealy_R30_5_KrRVX.fsm
2	30	5	5	34	90	0.000409	SplittingTreeBased	2	Mealy_R30_5_KrRVX.fsm
2	30	5	5	92	92	0.000145	ShortestSeparatingSequences	0	Mealy_R30_5_dDvlE.fsm
2	30	5	5	88	88	0.000179	SeparatingSequencesFromSplittingTree	1	Mealy_R30_5_dDvlE.fsm
2	30	5	5	30	81	0.000369	SplittingTreeBased	2	Mealy_R30_5_dDvlE.fsm
2	30	5	5	86	86	0.000114	ShortestSeparatingSequences	0	Mealy_R30_5_bCkLM.fsm
2	30	5	5	85	85	0.000179	SeparatingSequencesFromSplittingTree	1	Mealy_R30_5_bCkLM.fsm
2	30	5	5	30	78	0.000355	SplittingTreeBased	2	Mealy_R30_5_bCkLM.fsm
2	30	5	5	88	88	0.000113	ShortestSeparatingSequences	0	Mealy_R30_5_4GeJr.fsm
2	30	5	5	86	86	0.000185	SeparatingSequencesFromSplittingTree	1	Mealy_R30_5_4GeJr.fsm
2	30	5	5	32	80	0.000368	SplittingTreeBased	2	Mealy_R30_5_4GeJr.fsm
