FSMtype	States	Inputs	Outputs	Sequences	Symbols	Seconds	Algorithm	AlgId	fileName
4	400	5	2	2677	8610	0.029296	ShortestSeparatingSequences	0	DFA_R400_5.fsm
4	400	5	2	2595	7580	0.035697	SeparatingSequencesFromSplittingTree	1	DFA_R400_5.fsm
4	400	5	2	599	6914	0.156004	SplittingTreeBased	2	DFA_R400_5.fsm
4	400	5	2	2709	8740	0.029785	ShortestSeparatingSequences	0	DFA_R400_5_T8cu1.fsm
4	400	5	2	2506	7478	0.029788	SeparatingSequencesFromSplittingTree	1	DFA_R400_5_T8cu1.fsm
4	400	5	2	611	6966	0.155882	SplittingTreeBased	2	DFA_R400_5_T8cu1.fsm
4	400	5	2	2710	8806	0.026835	ShortestSeparatingSequences	0	DFA_R400_5_zae6a.fsm
4	400	5	2	2557	7580	0.031216	SeparatingSequencesFromSplittingTree	1	DFA_R400_5_zae6a.fsm
4	400	5	2	582	7130	0.162338	SplittingTreeBased	2	DFA_R400_5_zae6a.fsm
4	400	5	2	2716	8838	0.028165	ShortestSeparatingSequences	0	DFA_R400_5_J3Inn.fsm
4	400	5	2	2597	7618	0.030993	SeparatingSequencesFromSplittingTree	1	DFA_R400_5_J3Inn.fsm
4	400	5	2	594	6918	0.156970	SplittingTreeBased	2	DFA_R400_5_J3Inn.fsm
4	400	5	2	2709	8786	0.028400	ShortestSeparatingSequences	0	DFA_R400_5_ecudT.fsm
4	400	5	2	2600	7628	0.030057	SeparatingSequencesFromSplittingTree	1	DFA_R400_5_ecudT.fsm
4	400	5	2	638	6902	0.160103	SplittingTreeBased	2	DFA_R400_5_ecudT.fsm
4	400	5	2	2736	8862	0.028407	ShortestSeparatingSequences	0	DFA_R400_5_yTkTg.fsm
4	400	5	2	2546	7576	0.031677	SeparatingSequencesFromSplittingTree	1	DFA_R400_5_yTkTg.fsm
4	400	5	2	615	7058	0.158425	SplittingTreeBased	2	DFA_R400_5_yTkTg.fsm
4	400	5	2	2727	8822	0.027436	ShortestSeparatingSequences	0	DFA_R400_5_DdHPO.fsm
4	400	5	2	2654	7750	0.029716	SeparatingSequencesFromSplittingTree	1	DFA_R400_5_DdHPO.fsm
4	400	5	2	609	6980	0.157515	SplittingTreeBased	2	DFA_R400_5_DdHPO.fsm
4	400	5	2	2682	8650	0.028395	ShortestSeparatingSequences	0	DFA_R400_5_LiuI1.fsm
4	400	5	2	2621	7730	0.031444	SeparatingSequencesFromSplittingTree	1	DFA_R400_5_LiuI1.fsm
4	400	5	2	602	7200	0.162083	SplittingTreeBased	2	DFA_R400_5_LiuI1.fsm
4	400	5	2	2692	8726	0.027349	ShortestSeparatingSequences	0	DFA_R400_5_YXHQa.fsm
4	400	5	2	2602	7658	0.029615	SeparatingSequencesFromSplittingTree	1	DFA_R400_5_YXHQa.fsm
4	400	5	2	602	7054	0.159514	SplittingTreeBased	2	DFA_R400_5_YXHQa.fsm
4	400	5	2	2709	8680	0.029343	ShortestSeparatingSequences	0	DFA_R400_5_SgcxO.fsm
4	400	5	2	2634	7688	0.036976	SeparatingSequencesFromSplittingTree	1	DFA_R400_5_SgcxO.fsm
4	400	5	2	630	7014	0.158377	SplittingTreeBased	2	DFA_R400_5_SgcxO.fsm
4	400	5	2	2717	8734	0.028506	ShortestSeparatingSequences	0	DFA_R400_5_Sna08.fsm
4	400	5	2	2511	7512	0.030642	SeparatingSequencesFromSplittingTree	1	DFA_R400_5_Sna08.fsm
4	400	5	2	598	7008	0.157981	SplittingTreeBased	2	DFA_R400_5_Sna08.fsm
4	400	5	2	2674	8616	0.029114	ShortestSeparatingSequences	0	DFA_R400_5_DqUFj.fsm
4	400	5	2	2647	7730	0.029716	SeparatingSequencesFromSplittingTree	1	DFA_R400_5_DqUFj.fsm
4	400	5	2	593	7044	0.158912	SplittingTreeBased	2	DFA_R400_5_DqUFj.fsm
4	400	5	2	2704	8710	0.026411	ShortestSeparatingSequences	0	DFA_R400_5_Q2oHr.fsm
4	400	5	2	2546	7612	0.032348	SeparatingSequencesFromSplittingTree	1	DFA_R400_5_Q2oHr.fsm
4	400	5	2	621	6992	0.157971	SplittingTreeBased	2	DFA_R400_5_Q2oHr.fsm
4	400	5	2	2693	8658	0.027989	ShortestSeparatingSequences	0	DFA_R400_5_Af78Z.fsm
4	400	5	2	2528	7520	0.031329	SeparatingSequencesFromSplittingTree	1	DFA_R400_5_Af78Z.fsm
4	400	5	2	614	7064	0.166467	SplittingTreeBased	2	DFA_R400_5_Af78Z.fsm
4	400	5	2	2701	8686	0.028733	ShortestSeparatingSequences	0	DFA_R400_5_cxwon.fsm
4	400	5	2	2655	7804	0.029762	SeparatingSequencesFromSplittingTree	1	DFA_R400_5_cxwon.fsm
4	400	5	2	597	7032	0.159573	SplittingTreeBased	2	DFA_R400_5_cxwon.fsm
4	400	5	2	2745	8862	0.027704	ShortestSeparatingSequences	0	DFA_R400_5_qZEVm.fsm
4	400	5	2	2640	7748	0.029837	SeparatingSequencesFromSplittingTree	1	DFA_R400_5_qZEVm.fsm
4	400	5	2	591	7156	0.162226	SplittingTreeBased	2	DFA_R400_5_qZEVm.fsm
4	400	5	2	2701	8698	0.027440	ShortestSeparatingSequences	0	DFA_R400_5_stoZ2.fsm
4	400	5	2	2597	7666	0.031253	SeparatingSequencesFromSplittingTree	1	DFA_R400_5_stoZ2.fsm
4	400	5	2	603	6928	0.157650	SplittingTreeBased	2	DFA_R400_5_stoZ2.fsm
4	400	5	2	2709	8830	0.029234	ShortestSeparatingSequences	0	DFA_R400_5_vY4jb.fsm
4	400	5	2	2584	7644	0.032492	SeparatingSequencesFromSplittingTree	1	DFA_R400_5_vY4jb.fsm
4	400	5	2	625	6964	0.158692	SplittingTreeBased	2	DFA_R400_5_vY4jb.fsm
4	400	5	2	2659	8476	0.034259	ShortestSeparatingSequences	0	DFA_R400_5_M4Qsz.fsm
4	400	5	2	2635	7780	0.032174	SeparatingSequencesFromSplittingTree	1	DFA_R400_5_M4Qsz.fsm
4	400	5	2	621	6880	0.157326	SplittingTreeBased	2	DFA_R400_5_M4Qsz.fsm
4	400	5	2	2644	8480	0.029731	ShortestSeparatingSequences	0	DFA_R400_5_UnRWI.fsm
4	400	5	2	2607	7626	0.031791	SeparatingSequencesFromSplittingTree	1	DFA_R400_5_UnRWI.fsm
4	400	5	2	613	6990	0.158483	SplittingTreeBased	2	DFA_R400_5_UnRWI.fsm
4	400	5	2	2677	8566	0.027630	ShortestSeparatingSequences	0	DFA_R400_5_hsz6O.fsm
4	400	5	2	2603	7614	0.030750	SeparatingSequencesFromSplittingTree	1	DFA_R400_5_hsz6O.fsm
4	400	5	2	614	7026	0.158269	SplittingTreeBased	2	DFA_R400_5_hsz6O.fsm
4	400	5	2	2716	8724	0.028122	ShortestSeparatingSequences	0	DFA_R400_5_bHnZp.fsm
4	400	5	2	2633	7790	0.030563	SeparatingSequencesFromSplittingTree	1	DFA_R400_5_bHnZp.fsm
4	400	5	2	599	7076	0.160753	SplittingTreeBased	2	DFA_R400_5_bHnZp.fsm
4	400	5	2	2682	8554	0.027689	ShortestSeparatingSequences	0	DFA_R400_5_NsK5b.fsm
4	400	5	2	2634	7712	0.030841	SeparatingSequencesFromSplittingTree	1	DFA_R400_5_NsK5b.fsm
4	400	5	2	587	7180	0.170438	SplittingTreeBased	2	DFA_R400_5_NsK5b.fsm
4	400	5	2	2691	8622	0.028172	ShortestSeparatingSequences	0	DFA_R400_5_NHKsx.fsm
4	400	5	2	2629	7646	0.030577	SeparatingSequencesFromSplittingTree	1	DFA_R400_5_NHKsx.fsm
4	400	5	2	594	6894	0.159054	SplittingTreeBased	2	DFA_R400_5_NHKsx.fsm
4	400	5	2	2682	8732	0.028091	ShortestSeparatingSequences	0	DFA_R400_5_j8NH3.fsm
4	400	5	2	2572	7586	0.030095	SeparatingSequencesFromSplittingTree	1	DFA_R400_5_j8NH3.fsm
4	400	5	2	603	6994	0.160899	SplittingTreeBased	2	DFA_R400_5_j8NH3.fsm
4	400	5	2	2703	8780	0.028217	ShortestSeparatingSequences	0	DFA_R400_5_FW3NZ.fsm
4	400	5	2	2629	7716	0.031976	SeparatingSequencesFromSplittingTree	1	DFA_R400_5_FW3NZ.fsm
4	400	5	2	618	7030	0.158941	SplittingTreeBased	2	DFA_R400_5_FW3NZ.fsm
4	400	5	2	2752	8986	0.028319	ShortestSeparatingSequences	0	DFA_R400_5_KcCMZ.fsm
4	400	5	2	2557	7656	0.032389	SeparatingSequencesFromSplittingTree	1	DFA_R400_5_KcCMZ.fsm
4	400	5	2	600	7022	0.161390	SplittingTreeBased	2	DFA_R400_5_KcCMZ.fsm
4	400	5	2	2693	8718	0.034011	ShortestSeparatingSequences	0	DFA_R400_5_OvsD7.fsm
4	400	5	2	2608	7730	0.030023	SeparatingSequencesFromSplittingTree	1	DFA_R400_5_OvsD7.fsm
4	400	5	2	613	7004	0.159919	SplittingTreeBased	2	DFA_R400_5_OvsD7.fsm
4	400	5	2	2726	8810	0.027927	ShortestSeparatingSequences	0	DFA_R400_5_yAeCp.fsm
4	400	5	2	2649	7768	0.032680	SeparatingSequencesFromSplittingTree	1	DFA_R400_5_yAeCp.fsm
4	400	5	2	624	7080	0.162109	SplittingTreeBased	2	DFA_R400_5_yAeCp.fsm
4	400	5	2	2685	8618	0.028112	ShortestSeparatingSequences	0	DFA_R400_5_KmIZW.fsm
4	400	5	2	2595	7594	0.032274	SeparatingSequencesFromSplittingTree	1	DFA_R400_5_KmIZW.fsm
4	400	5	2	616	7106	0.161532	SplittingTreeBased	2	DFA_R400_5_KmIZW.fsm
4	400	5	2	2686	8588	0.028614	ShortestSeparatingSequences	0	DFA_R400_5_CHM8m.fsm
4	400	5	2	2640	7754	0.030465	SeparatingSequencesFromSplittingTree	1	DFA_R400_5_CHM8m.fsm
4	400	5	2	616	6972	0.160121	SplittingTreeBased	2	DFA_R400_5_CHM8m.fsm
