FSMtype	States	Inputs	Outputs	Sequences	Symbols	Seconds	Algorithm	AlgId	fileName
4	10	5	2	23	54	0.000060	ShortestSeparatingSequences	0	DFA_R10_5.fsm
4	10	5	2	24	56	0.000111	SeparatingSequencesFromSplittingTree	1	DFA_R10_5.fsm
4	10	5	2	12	60	0.000112	SplittingTreeBased	2	DFA_R10_5.fsm
4	10	5	2	24	52	0.000037	ShortestSeparatingSequences	0	DFA_R10_5_xIvBb.fsm
4	10	5	2	24	54	0.000079	SeparatingSequencesFromSplittingTree	1	DFA_R10_5_xIvBb.fsm
4	10	5	2	12	62	0.000099	SplittingTreeBased	2	DFA_R10_5_xIvBb.fsm
4	10	5	2	25	50	0.000041	ShortestSeparatingSequences	0	DFA_R10_5_qCmwt.fsm
4	10	5	2	26	52	0.000060	SeparatingSequencesFromSplittingTree	1	DFA_R10_5_qCmwt.fsm
4	10	5	2	10	62	0.000094	SplittingTreeBased	2	DFA_R10_5_qCmwt.fsm
4	10	5	2	26	56	0.000047	ShortestSeparatingSequences	0	DFA_R10_5_njkMQ.fsm
4	10	5	2	27	86	0.000154	SeparatingSequencesFromSplittingTree	1	DFA_R10_5_njkMQ.fsm
4	10	5	2	12	110	0.000165	SplittingTreeBased	2	DFA_R10_5_njkMQ.fsm
4	10	5	2	27	78	0.000082	ShortestSeparatingSequences	0	DFA_R10_5_DrN8p.fsm
4	10	5	2	26	84	0.000166	SeparatingSequencesFromSplittingTree	1	DFA_R10_5_DrN8p.fsm
4	10	5	2	17	92	0.000205	SplittingTreeBased	2	DFA_R10_5_DrN8p.fsm
4	10	5	2	22	48	0.000044	ShortestSeparatingSequences	0	DFA_R10_5_KA9aX.fsm
4	10	5	2	22	50	0.000066	SeparatingSequencesFromSplittingTree	1	DFA_R10_5_KA9aX.fsm
4	10	5	2	10	64	0.000098	SplittingTreeBased	2	DFA_R10_5_KA9aX.fsm
4	10	5	2	26	56	0.000044	ShortestSeparatingSequences	0	DFA_R10_5_JFaOm.fsm
4	10	5	2	22	48	0.000074	SeparatingSequencesFromSplittingTree	1	DFA_R10_5_JFaOm.fsm
4	10	5	2	12	58	0.000105	SplittingTreeBased	2	DFA_R10_5_JFaOm.fsm
4	10	5	2	25	50	0.000041	ShortestSeparatingSequences	0	DFA_R10_5_z6DH5.fsm
4	10	5	2	25	50	0.000056	SeparatingSequencesFromSplittingTree	1	DFA_R10_5_z6DH5.fsm
4	10	5	2	10	60	0.000092	SplittingTreeBased	2	DFA_R10_5_z6DH5.fsm
4	10	5	2	25	50	0.000042	ShortestSeparatingSequences	0	DFA_R10_5_t8lkV.fsm
4	10	5	2	23	52	0.000069	SeparatingSequencesFromSplittingTree	1	DFA_R10_5_t8lkV.fsm
4	10	5	2	10	66	0.000102	SplittingTreeBased	2	DFA_R10_5_t8lkV.fsm
4	10	5	2	24	52	0.000029	ShortestSeparatingSequences	0	DFA_R10_5_Eci0l.fsm
4	10	5	2	26	56	0.000087	SeparatingSequencesFromSplittingTree	1	DFA_R10_5_Eci0l.fsm
4	10	5	2	12	62	0.000113	SplittingTreeBased	2	DFA_R10_5_Eci0l.fsm
4	10	5	2	26	56	0.000044	ShortestSeparatingSequences	0	DFA_R10_5_vOBwG.fsm
4	10	5	2	25	56	0.000074	SeparatingSequencesFromSplittingTree	1	DFA_R10_5_vOBwG.fsm
4	10	5	2	10	66	0.000104	SplittingTreeBased	2	DFA_R10_5_vOBwG.fsm
4	10	5	2	25	58	0.000045	ShortestSeparatingSequences	0	DFA_R10_5_1D9UI.fsm
4	10	5	2	26	60	0.000101	SeparatingSequencesFromSplittingTree	1	DFA_R10_5_1D9UI.fsm
4	10	5	2	12	66	0.000121	SplittingTreeBased	2	DFA_R10_5_1D9UI.fsm
4	10	5	2	27	70	0.000050	ShortestSeparatingSequences	0	DFA_R10_5_pRUwn.fsm
4	10	5	2	23	80	0.000096	SeparatingSequencesFromSplittingTree	1	DFA_R10_5_pRUwn.fsm
4	10	5	2	10	84	0.000130	SplittingTreeBased	2	DFA_R10_5_pRUwn.fsm
4	10	5	2	24	52	0.000051	ShortestSeparatingSequences	0	DFA_R10_5_QCFrC.fsm
4	10	5	2	22	56	0.000104	SeparatingSequencesFromSplittingTree	1	DFA_R10_5_QCFrC.fsm
4	10	5	2	12	66	0.000140	SplittingTreeBased	2	DFA_R10_5_QCFrC.fsm
4	10	5	2	26	56	0.000050	ShortestSeparatingSequences	0	DFA_R10_5_SjJu9.fsm
4	10	5	2	26	56	0.000094	SeparatingSequencesFromSplittingTree	1	DFA_R10_5_SjJu9.fsm
4	10	5	2	14	62	0.000122	SplittingTreeBased	2	DFA_R10_5_SjJu9.fsm
4	10	5	2	24	52	0.000048	ShortestSeparatingSequences	0	DFA_R10_5_ZFx13.fsm
4	10	5	2	26	58	0.000078	SeparatingSequencesFromSplittingTree	1	DFA_R10_5_ZFx13.fsm
4	10	5	2	10	60	0.000105	SplittingTreeBased	2	DFA_R10_5_ZFx13.fsm
4	10	5	2	24	48	0.000043	ShortestSeparatingSequences	0	DFA_R10_5_wqRtD.fsm
4	10	5	2	25	50	0.000067	SeparatingSequencesFromSplittingTree	1	DFA_R10_5_wqRtD.fsm
4	10	5	2	12	58	0.000094	SplittingTreeBased	2	DFA_R10_5_wqRtD.fsm
4	10	5	2	27	58	0.000048	ShortestSeparatingSequences	0	DFA_R10_5_JDfqW.fsm
4	10	5	2	23	52	0.000071	SeparatingSequencesFromSplittingTree	1	DFA_R10_5_JDfqW.fsm
4	10	5	2	10	70	0.000107	SplittingTreeBased	2	DFA_R10_5_JDfqW.fsm
4	10	5	2	26	52	0.000044	ShortestSeparatingSequences	0	DFA_R10_5_5VwZ3.fsm
4	10	5	2	25	50	0.000083	SeparatingSequencesFromSplittingTree	1	DFA_R10_5_5VwZ3.fsm
4	10	5	2	12	62	0.000113	SplittingTreeBased	2	DFA_R10_5_5VwZ3.fsm
4	10	5	2	28	56	0.000030	ShortestSeparatingSequences	0	DFA_R10_5_IEj3O.fsm
4	10	5	2	24	48	0.000052	SeparatingSequencesFromSplittingTree	1	DFA_R10_5_IEj3O.fsm
4	10	5	2	10	58	0.000097	SplittingTreeBased	2	DFA_R10_5_IEj3O.fsm
4	10	5	2	23	56	0.000032	ShortestSeparatingSequences	0	DFA_R10_5_2WcNH.fsm
4	10	5	2	21	52	0.000062	SeparatingSequencesFromSplittingTree	1	DFA_R10_5_2WcNH.fsm
4	10	5	2	10	66	0.000099	SplittingTreeBased	2	DFA_R10_5_2WcNH.fsm
4	10	5	2	25	50	0.000030	ShortestSeparatingSequences	0	DFA_R10_5_BF80l.fsm
4	10	5	2	25	50	0.000049	SeparatingSequencesFromSplittingTree	1	DFA_R10_5_BF80l.fsm
4	10	5	2	10	60	0.000089	SplittingTreeBased	2	DFA_R10_5_BF80l.fsm
4	10	5	2	27	58	0.000048	ShortestSeparatingSequences	0	DFA_R10_5_zGXqj.fsm
4	10	5	2	23	50	0.000068	SeparatingSequencesFromSplittingTree	1	DFA_R10_5_zGXqj.fsm
4	10	5	2	10	66	0.000103	SplittingTreeBased	2	DFA_R10_5_zGXqj.fsm
4	10	5	2	28	56	0.000047	ShortestSeparatingSequences	0	DFA_R10_5_dvhl2.fsm
4	10	5	2	24	48	0.000059	SeparatingSequencesFromSplittingTree	1	DFA_R10_5_dvhl2.fsm
4	10	5	2	10	58	0.000093	SplittingTreeBased	2	DFA_R10_5_dvhl2.fsm
4	10	5	2	25	58	0.000051	ShortestSeparatingSequences	0	DFA_R10_5_vDwy4.fsm
4	10	5	2	25	58	0.000083	SeparatingSequencesFromSplittingTree	1	DFA_R10_5_vDwy4.fsm
4	10	5	2	12	66	0.000108	SplittingTreeBased	2	DFA_R10_5_vDwy4.fsm
4	10	5	2	29	62	0.000040	ShortestSeparatingSequences	0	DFA_R10_5_ua1fT.fsm
4	10	5	2	28	60	0.000068	SeparatingSequencesFromSplittingTree	1	DFA_R10_5_ua1fT.fsm
4	10	5	2	10	62	0.000104	SplittingTreeBased	2	DFA_R10_5_ua1fT.fsm
4	10	5	2	26	52	0.000040	ShortestSeparatingSequences	0	DFA_R10_5_fWwYI.fsm
4	10	5	2	25	50	0.000057	SeparatingSequencesFromSplittingTree	1	DFA_R10_5_fWwYI.fsm
4	10	5	2	10	60	0.000094	SplittingTreeBased	2	DFA_R10_5_fWwYI.fsm
4	10	5	2	25	50	0.000029	ShortestSeparatingSequences	0	DFA_R10_5_9o9aZ.fsm
4	10	5	2	25	56	0.000059	SeparatingSequencesFromSplittingTree	1	DFA_R10_5_9o9aZ.fsm
4	10	5	2	10	76	0.000108	SplittingTreeBased	2	DFA_R10_5_9o9aZ.fsm
4	10	5	2	26	52	0.000027	ShortestSeparatingSequences	0	DFA_R10_5_C1krA.fsm
4	10	5	2	24	56	0.000060	SeparatingSequencesFromSplittingTree	1	DFA_R10_5_C1krA.fsm
4	10	5	2	10	66	0.000102	SplittingTreeBased	2	DFA_R10_5_C1krA.fsm
4	10	5	2	26	56	0.000034	ShortestSeparatingSequences	0	DFA_R10_5_E5zZ6.fsm
4	10	5	2	25	58	0.000102	SeparatingSequencesFromSplittingTree	1	DFA_R10_5_E5zZ6.fsm
4	10	5	2	12	60	0.000134	SplittingTreeBased	2	DFA_R10_5_E5zZ6.fsm
4	10	5	2	24	52	0.000028	ShortestSeparatingSequences	0	DFA_R10_5_2JIQU.fsm
4	10	5	2	24	52	0.000072	SeparatingSequencesFromSplittingTree	1	DFA_R10_5_2JIQU.fsm
4	10	5	2	12	60	0.000093	SplittingTreeBased	2	DFA_R10_5_2JIQU.fsm
4	10	5	2	24	56	0.000035	ShortestSeparatingSequences	0	DFA_R10_5_AG1De.fsm
4	10	5	2	23	54	0.000092	SeparatingSequencesFromSplittingTree	1	DFA_R10_5_AG1De.fsm
4	10	5	2	12	60	0.000126	SplittingTreeBased	2	DFA_R10_5_AG1De.fsm
4	10	5	2	26	52	0.000048	ShortestSeparatingSequences	0	DFA_R10_5_OTZJL.fsm
4	10	5	2	25	50	0.000093	SeparatingSequencesFromSplittingTree	1	DFA_R10_5_OTZJL.fsm
4	10	5	2	12	62	0.000111	SplittingTreeBased	2	DFA_R10_5_OTZJL.fsm
4	10	5	2	25	64	0.000053	ShortestSeparatingSequences	0	DFA_R10_5_ZRtv1.fsm
4	10	5	2	25	64	0.000098	SeparatingSequencesFromSplittingTree	1	DFA_R10_5_ZRtv1.fsm
4	10	5	2	15	66	0.000118	SplittingTreeBased	2	DFA_R10_5_ZRtv1.fsm
4	10	5	2	27	58	0.000050	ShortestSeparatingSequences	0	DFA_R10_5_nkHfs.fsm
4	10	5	2	27	58	0.000072	SeparatingSequencesFromSplittingTree	1	DFA_R10_5_nkHfs.fsm
4	10	5	2	10	68	0.000104	SplittingTreeBased	2	DFA_R10_5_nkHfs.fsm
4	10	5	2	32	72	0.000050	ShortestSeparatingSequences	0	DFA_R10_5_vqA2B.fsm
4	10	5	2	22	78	0.000097	SeparatingSequencesFromSplittingTree	1	DFA_R10_5_vqA2B.fsm
4	10	5	2	10	88	0.000141	SplittingTreeBased	2	DFA_R10_5_vqA2B.fsm
4	10	5	2	24	48	0.000044	ShortestSeparatingSequences	0	DFA_R10_5_NzRdo.fsm
4	10	5	2	25	50	0.000061	SeparatingSequencesFromSplittingTree	1	DFA_R10_5_NzRdo.fsm
4	10	5	2	10	62	0.000095	SplittingTreeBased	2	DFA_R10_5_NzRdo.fsm
4	10	5	2	23	50	0.000049	ShortestSeparatingSequences	0	DFA_R10_5_NsI31.fsm
4	10	5	2	25	54	0.000073	SeparatingSequencesFromSplittingTree	1	DFA_R10_5_NsI31.fsm
4	10	5	2	10	60	0.000094	SplittingTreeBased	2	DFA_R10_5_NsI31.fsm
4	10	5	2	26	52	0.000028	ShortestSeparatingSequences	0	DFA_R10_5_8RHfD.fsm
4	10	5	2	26	52	0.000056	SeparatingSequencesFromSplittingTree	1	DFA_R10_5_8RHfD.fsm
4	10	5	2	12	62	0.000093	SplittingTreeBased	2	DFA_R10_5_8RHfD.fsm
4	10	5	2	22	56	0.000036	ShortestSeparatingSequences	0	DFA_R10_5_eyKyx.fsm
4	10	5	2	24	62	0.000099	SeparatingSequencesFromSplittingTree	1	DFA_R10_5_eyKyx.fsm
