FSMtype	States	Inputs	Outputs	Sequences	Symbols	Seconds	Algorithm	AlgId	fileName
4	800	5	2	6679	23388	0.116448	ShortestSeparatingSequences	0	DFA_R800_5.fsm
4	800	5	2	5731	17890	0.128894	SeparatingSequencesFromSplittingTree	1	DFA_R800_5.fsm
4	800	5	2	1252	15580	0.717720	SplittingTreeBased	2	DFA_R800_5.fsm
4	800	5	2	6642	23324	0.111478	ShortestSeparatingSequences	0	DFA_R800_5_sioLB.fsm
4	800	5	2	5798	18166	0.111384	SeparatingSequencesFromSplittingTree	1	DFA_R800_5_sioLB.fsm
4	800	5	2	1240	15650	0.722303	SplittingTreeBased	2	DFA_R800_5_sioLB.fsm
4	800	5	2	6672	23420	0.118685	ShortestSeparatingSequences	0	DFA_R800_5_B6ycd.fsm
4	800	5	2	5702	17852	0.112177	SeparatingSequencesFromSplittingTree	1	DFA_R800_5_B6ycd.fsm
4	800	5	2	1212	15598	0.738810	SplittingTreeBased	2	DFA_R800_5_B6ycd.fsm
4	800	5	2	6737	23678	0.118671	ShortestSeparatingSequences	0	DFA_R800_5_hSID6.fsm
4	800	5	2	5731	17976	0.107863	SeparatingSequencesFromSplittingTree	1	DFA_R800_5_hSID6.fsm
4	800	5	2	1252	15554	0.731559	SplittingTreeBased	2	DFA_R800_5_hSID6.fsm
4	800	5	2	6754	23762	0.116333	ShortestSeparatingSequences	0	DFA_R800_5_j18Fa.fsm
4	800	5	2	5715	17978	0.112524	SeparatingSequencesFromSplittingTree	1	DFA_R800_5_j18Fa.fsm
4	800	5	2	1229	15796	0.738548	SplittingTreeBased	2	DFA_R800_5_j18Fa.fsm
4	800	5	2	6660	23374	0.122568	ShortestSeparatingSequences	0	DFA_R800_5_z3psc.fsm
4	800	5	2	5684	17822	0.112395	SeparatingSequencesFromSplittingTree	1	DFA_R800_5_z3psc.fsm
4	800	5	2	1250	15724	0.735540	SplittingTreeBased	2	DFA_R800_5_z3psc.fsm
4	800	5	2	6662	23440	0.117495	ShortestSeparatingSequences	0	DFA_R800_5_xDgQR.fsm
4	800	5	2	5736	17862	0.111578	SeparatingSequencesFromSplittingTree	1	DFA_R800_5_xDgQR.fsm
4	800	5	2	1226	15544	0.730066	SplittingTreeBased	2	DFA_R800_5_xDgQR.fsm
4	800	5	2	6730	23668	0.117648	ShortestSeparatingSequences	0	DFA_R800_5_cUFdY.fsm
4	800	5	2	5691	17834	0.112988	SeparatingSequencesFromSplittingTree	1	DFA_R800_5_cUFdY.fsm
4	800	5	2	1219	15532	0.732477	SplittingTreeBased	2	DFA_R800_5_cUFdY.fsm
4	800	5	2	6700	23632	0.117162	ShortestSeparatingSequences	0	DFA_R800_5_u0zSE.fsm
4	800	5	2	5518	17444	0.111697	SeparatingSequencesFromSplittingTree	1	DFA_R800_5_u0zSE.fsm
4	800	5	2	1246	15672	0.710610	SplittingTreeBased	2	DFA_R800_5_u0zSE.fsm
4	800	5	2	6697	23652	0.143909	ShortestSeparatingSequences	0	DFA_R800_5_9ia9k.fsm
4	800	5	2	5749	17892	0.109526	SeparatingSequencesFromSplittingTree	1	DFA_R800_5_9ia9k.fsm
4	800	5	2	1200	15774	0.722768	SplittingTreeBased	2	DFA_R800_5_9ia9k.fsm
4	800	5	2	6685	23454	0.140966	ShortestSeparatingSequences	0	DFA_R800_5_5qvqf.fsm
4	800	5	2	5605	17782	0.110098	SeparatingSequencesFromSplittingTree	1	DFA_R800_5_5qvqf.fsm
4	800	5	2	1257	15852	0.719351	SplittingTreeBased	2	DFA_R800_5_5qvqf.fsm
4	800	5	2	6714	23540	0.119970	ShortestSeparatingSequences	0	DFA_R800_5_IAXvn.fsm
4	800	5	2	5656	17778	0.135129	SeparatingSequencesFromSplittingTree	1	DFA_R800_5_IAXvn.fsm
4	800	5	2	1246	15538	0.697864	SplittingTreeBased	2	DFA_R800_5_IAXvn.fsm
4	800	5	2	6849	24282	0.127046	ShortestSeparatingSequences	0	DFA_R800_5_MMnmT.fsm
4	800	5	2	5881	18324	0.115165	SeparatingSequencesFromSplittingTree	1	DFA_R800_5_MMnmT.fsm
4	800	5	2	1285	15834	0.725898	SplittingTreeBased	2	DFA_R800_5_MMnmT.fsm
4	800	5	2	6629	23142	0.120108	ShortestSeparatingSequences	0	DFA_R800_5_9MqQd.fsm
4	800	5	2	5651	17728	0.108847	SeparatingSequencesFromSplittingTree	1	DFA_R800_5_9MqQd.fsm
