"Correct/IndistMachines	FSMtype	States	Inputs	Outputs	ES	Resets	Symbols	Size	Exploration	seconds	AlgorithmType	Algorithm	AlgId	fileName"
"0	2	90	5	5	0	2107	11604	3221	0.277577	0.013477	TS	SVS-method	0	Mealy_R90_5.fsm"
"0	2	90	5	5	0	1805	9356	2616	0.279607	0.005053	TS	W-method	1	Mealy_R90_5.fsm"
"0	2	90	5	5	0	1805	9356	2616	0.279607	0.005269	TS	W-methodST	2	Mealy_R90_5.fsm"
"0	2	90	5	5	0	1126	5634	1593	0.282748	0.005196	TS	Wp-method	3	Mealy_R90_5.fsm"
"0	2	90	5	5	0	1124	5625	1591	0.282844	0.005393	TS	Wp-methodST	4	Mealy_R90_5.fsm"
"0	2	90	5	5	0	1257	6287	1724	0.274217	0.002047	TS	HSI-method	5	Mealy_R90_5.fsm"
"0	2	90	5	5	0	448	3107	1753	0.564210	0.003499	TS	HSI-methodST	6	Mealy_R90_5.fsm"
"0	2	90	5	5	0	697	4202	1742	0.414564	0.003263	TS	H-method	7	Mealy_R90_5.fsm"
"0	2	90	5	5	0	664	4039	1911	0.473137	0.002452	TS	SPY-method	8	Mealy_R90_5.fsm"
"0	2	90	5	5	0	448	3107	1753	0.564210	0.003408	TS	SPY-methodST	9	Mealy_R90_5.fsm"
"0	2	90	5	5	0	516	3429	1770	0.516185	0.006220	TS	SPYH-method	10	Mealy_R90_5.fsm"
"0	2	90	5	5	0	203	2663	2156	0.809613	0.097656	TS	S-method	11	Mealy_R90_5.fsm"
"0	2	90	5	5	1	10542	68611	16157	0.235487	0.030581	TS	SVS-method	0	Mealy_R90_5.fsm"
"0	2	90	5	5	1	9025	55805	13085	0.234477	0.013733	TS	W-method	1	Mealy_R90_5.fsm"
"0	2	90	5	5	1	9025	55805	13085	0.234477	0.013283	TS	W-methodST	2	Mealy_R90_5.fsm"
"0	2	90	5	5	1	5624	33755	7977	0.236321	0.010501	TS	Wp-method	3	Mealy_R90_5.fsm"
"0	2	90	5	5	1	5614	33689	7967	0.236487	0.010362	TS	Wp-methodST	4	Mealy_R90_5.fsm"
"0	2	90	5	5	1	6294	37753	8647	0.229041	0.007607	TS	HSI-method	5	Mealy_R90_5.fsm"
"0	2	90	5	5	1	2209	17536	8690	0.495552	0.006283	TS	HSI-methodST	6	Mealy_R90_5.fsm"
"0	2	90	5	5	1	2917	21537	8563	0.397595	0.012216	TS	H-method	7	Mealy_R90_5.fsm"
"0	2	90	5	5	1	2954	22484	10223	0.454679	0.013579	TS	SPY-method	8	Mealy_R90_5.fsm"
"0	2	90	5	5	1	2209	17536	8690	0.495552	0.006551	TS	SPY-methodST	9	Mealy_R90_5.fsm"
"0	2	90	5	5	1	2053	16840	8388	0.498100	0.083304	TS	SPYH-method	10	Mealy_R90_5.fsm"
"0	2	90	5	5	1	1065	15098	11354	0.752020	0.811796	TS	S-method	11	Mealy_R90_5.fsm"
"0	2	90	5	5	2	52756	396036	80769	0.203944	0.127510	TS	SVS-method	0	Mealy_R90_5.fsm"
"0	2	90	5	5	2	45125	324150	65430	0.201851	0.064950	TS	W-method	1	Mealy_R90_5.fsm"
"0	2	90	5	5	2	45125	324150	65430	0.201851	0.061770	TS	W-methodST	2	Mealy_R90_5.fsm"
"0	2	90	5	5	2	28083	196589	39843	0.202672	0.043440	TS	Wp-method	3	Mealy_R90_5.fsm"
"0	2	90	5	5	2	28043	196306	39803	0.202760	0.040348	TS	Wp-methodST	4	Mealy_R90_5.fsm"
"0	2	90	5	5	2	31424	219950	43184	0.196336	0.042012	TS	HSI-method	5	Mealy_R90_5.fsm"
"0	2	90	5	5	2	11063	98827	43487	0.440032	0.021630	TS	HSI-methodST	6	Mealy_R90_5.fsm"
"0	2	90	5	5	2	12954	112812	42996	0.381130	0.059417	TS	H-method	7	Mealy_R90_5.fsm"
"0	2	90	5	5	2	13776	124115	53840	0.433791	0.139058	TS	SPY-method	8	Mealy_R90_5.fsm"
"0	2	90	5	5	2	11063	98827	43487	0.440032	0.022247	TS	SPY-methodST	9	Mealy_R90_5.fsm"
"0	2	90	5	5	2	10352	94960	41979	0.442070	1.672503	TS	SPYH-method	10	Mealy_R90_5.fsm"
"0	2	90	5	5	2	5365	86373	62077	0.718708	13.847860	TS	S-method	11	Mealy_R90_5.fsm"
"0	2	90	5	5	0	2204	12366	3389	0.274058	0.013226	TS	SVS-method	0	Mealy_R90_5_BI1sZ.fsm"
"0	2	90	5	5	0	1521	8056	2332	0.289474	0.004581	TS	W-method	1	Mealy_R90_5_BI1sZ.fsm"
"0	2	90	5	5	0	1805	9496	2616	0.275484	0.005146	TS	W-methodST	2	Mealy_R90_5_BI1sZ.fsm"
"0	2	90	5	5	0	1135	5763	1587	0.275377	0.005206	TS	Wp-method	3	Mealy_R90_5_BI1sZ.fsm"
