"Correct/IndistMachines	FSMtype	States	Inputs	Outputs	ES	Resets	Symbols	Size	Exploration	seconds	AlgorithmType	Algorithm	AlgId	fileName"
"0	2	50	5	5	0	825	4217	1328	0.314916	0.004013	TS	SVS-method	0	Mealy_R50_5.fsm"
"0	2	50	5	5	0	1005	4755	1255	0.263933	0.001770	TS	W-method	1	Mealy_R50_5.fsm"
"0	2	50	5	5	0	1005	4755	1255	0.263933	0.001862	TS	W-methodST	2	Mealy_R50_5.fsm"
"0	2	50	5	5	0	556	2633	806	0.306115	0.001753	TS	Wp-method	3	Mealy_R50_5.fsm"
"0	2	50	5	5	0	556	2633	806	0.306115	0.001800	TS	Wp-methodST	4	Mealy_R50_5.fsm"
"0	2	50	5	5	0	615	2915	865	0.296741	0.000826	TS	HSI-method	5	Mealy_R50_5.fsm"
"0	2	50	5	5	0	243	1550	882	0.569032	0.001469	TS	HSI-methodST	6	Mealy_R50_5.fsm"
"0	2	50	5	5	0	350	1959	866	0.442062	0.001282	TS	H-method	7	Mealy_R50_5.fsm"
"0	2	50	5	5	0	340	1945	960	0.493573	0.001140	TS	SPY-method	8	Mealy_R50_5.fsm"
"0	2	50	5	5	0	243	1550	882	0.569032	0.001446	TS	SPY-methodST	9	Mealy_R50_5.fsm"
"0	2	50	5	5	0	259	1564	838	0.535806	0.002304	TS	SPYH-method	10	Mealy_R50_5.fsm"
"0	2	50	5	5	0	141	1413	1077	0.762208	0.032946	TS	S-method	11	Mealy_R50_5.fsm"
"0	2	50	5	5	1	4162	25419	6681	0.262835	0.010726	TS	SVS-method	0	Mealy_R50_5.fsm"
"0	2	50	5	5	1	5025	28800	6280	0.218056	0.006523	TS	W-method	1	Mealy_R50_5.fsm"
"0	2	50	5	5	1	5025	28800	6280	0.218056	0.006012	TS	W-methodST	2	Mealy_R50_5.fsm"
"0	2	50	5	5	1	2782	15957	4037	0.252992	0.003971	TS	Wp-method	3	Mealy_R50_5.fsm"
"0	2	50	5	5	1	2782	15957	4037	0.252992	0.003967	TS	Wp-methodST	4	Mealy_R50_5.fsm"
"0	2	50	5	5	1	3095	17749	4350	0.245084	0.003190	TS	HSI-method	5	Mealy_R50_5.fsm"
"0	2	50	5	5	1	1208	8943	4433	0.495695	0.002480	TS	HSI-methodST	6	Mealy_R50_5.fsm"
"0	2	50	5	5	1	1582	10944	4340	0.396564	0.004063	TS	H-method	7	Mealy_R50_5.fsm"
"0	2	50	5	5	1	1581	11170	5091	0.455774	0.005541	TS	SPY-method	8	Mealy_R50_5.fsm"
"0	2	50	5	5	1	1208	8943	4433	0.495695	0.002496	TS	SPY-methodST	9	Mealy_R50_5.fsm"
"0	2	50	5	5	1	1086	8203	4136	0.504206	0.019821	TS	SPYH-method	10	Mealy_R50_5.fsm"
"0	2	50	5	5	1	665	7789	5572	0.715368	0.239895	TS	S-method	11	Mealy_R50_5.fsm"
"0	2	50	5	5	2	20847	148149	33452	0.225800	0.047325	TS	SVS-method	0	Mealy_R50_5.fsm"
"0	2	50	5	5	2	25125	169125	31405	0.185691	0.034516	TS	W-method	1	Mealy_R50_5.fsm"
"0	2	50	5	5	2	25125	169125	31405	0.185691	0.033595	TS	W-methodST	2	Mealy_R50_5.fsm"
"0	2	50	5	5	2	13880	93461	20160	0.215705	0.021474	TS	Wp-method	3	Mealy_R50_5.fsm"
"0	2	50	5	5	2	13880	93461	20160	0.215705	0.020648	TS	Wp-methodST	4	Mealy_R50_5.fsm"
"0	2	50	5	5	2	15436	103911	21716	0.208987	0.020722	TS	HSI-method	5	Mealy_R50_5.fsm"
"0	2	50	5	5	2	6058	50912	22182	0.435693	0.012397	TS	HSI-methodST	6	Mealy_R50_5.fsm"
"0	2	50	5	5	2	6647	54913	21902	0.398849	0.024203	TS	H-method	7	Mealy_R50_5.fsm"
"0	2	50	5	5	2	7517	62567	26573	0.424713	0.068392	TS	SPY-method	8	Mealy_R50_5.fsm"
"0	2	50	5	5	2	6058	50912	22182	0.435693	0.013085	TS	SPY-methodST	9	Mealy_R50_5.fsm"
"0	2	50	5	5	2	5533	47357	20682	0.436725	0.424794	TS	SPYH-method	10	Mealy_R50_5.fsm"
"0	2	50	5	5	2	3434	44929	30028	0.668343	3.094295	TS	S-method	11	Mealy_R50_5.fsm"
"0	2	50	5	5	0	704	3458	1155	0.334008	0.003726	TS	SVS-method	0	Mealy_R50_5_Vlnwz.fsm"
"0	2	50	5	5	0	843	4107	1294	0.315072	0.001687	TS	W-method	1	Mealy_R50_5_Vlnwz.fsm"
"0	2	50	5	5	0	847	4123	1298	0.314819	0.001832	TS	W-methodST	2	Mealy_R50_5_Vlnwz.fsm"
"0	2	50	5	5	0	573	2656	832	0.313253	0.001690	TS	Wp-method	3	Mealy_R50_5_Vlnwz.fsm"
"0	2	50	5	5	0	554	2567	813	0.316712	0.001787	TS	Wp-methodST	4	Mealy_R50_5_Vlnwz.fsm"
"0	2	50	5	5	0	641	2969	900	0.303132	0.000816	TS	HSI-method	5	Mealy_R50_5_Vlnwz.fsm"
"0	2	50	5	5	0	225	1513	933	0.616656	0.001287	TS	HSI-methodST	6	Mealy_R50_5_Vlnwz.fsm"
"0	2	50	5	5	0	410	2239	905	0.404198	0.001163	TS	H-method	7	Mealy_R50_5_Vlnwz.fsm"
"0	2	50	5	5	0	357	2008	998	0.497012	0.001047	TS	SPY-method	8	Mealy_R50_5_Vlnwz.fsm"
"0	2	50	5	5	0	225	1513	933	0.616656	0.001299	TS	SPY-methodST	9	Mealy_R50_5_Vlnwz.fsm"
"0	2	50	5	5	0	279	1707	920	0.538957	0.002068	TS	SPYH-method	10	Mealy_R50_5_Vlnwz.fsm"
"0	2	50	5	5	0	105	1353	1127	0.832964	0.027596	TS	S-method	11	Mealy_R50_5_Vlnwz.fsm"
"0	2	50	5	5	1	3495	20694	5755	0.278100	0.008997	TS	SVS-method	0	Mealy_R50_5_Vlnwz.fsm"
"0	2	50	5	5	1	4221	24777	6481	0.261573	0.004999	TS	W-method	1	Mealy_R50_5_Vlnwz.fsm"
"0	2	50	5	5	1	4221	24777	6481	0.261573	0.004961	TS	W-methodST	2	Mealy_R50_5_Vlnwz.fsm"
"0	2	50	5	5	1	2845	16084	4153	0.258207	0.004164	TS	Wp-method	3	Mealy_R50_5_Vlnwz.fsm"
"0	2	50	5	5	1	2756	15582	4064	0.260814	0.004122	TS	Wp-methodST	4	Mealy_R50_5_Vlnwz.fsm"
"0	2	50	5	5	1	3191	18024	4499	0.249612	0.003213	TS	HSI-method	5	Mealy_R50_5_Vlnwz.fsm"
"0	2	50	5	5	1	1108	8571	4639	0.541244	0.002659	TS	HSI-methodST	6	Mealy_R50_5_Vlnwz.fsm"
"0	2	50	5	5	1	1543	10657	4350	0.408182	0.004465	TS	H-method	7	Mealy_R50_5_Vlnwz.fsm"
"0	2	50	5	5	1	1489	10944	5353	0.489126	0.005870	TS	SPY-method	8	Mealy_R50_5_Vlnwz.fsm"
