"Correct/IndistMachines	FSMtype	States	Inputs	Outputs	ES	Resets	Symbols	Size	Exploration	seconds	AlgorithmType	Algorithm	AlgId	fileName"
"0	2	100	5	5	0	2317	13624	3802	0.279066	0.015981	TS	SVS-method	0	Mealy_R100_5.fsm"
"0	2	100	5	5	0	2005	10385	2505	0.241213	0.005441	TS	W-method	1	Mealy_R100_5.fsm"
"0	2	100	5	5	0	2005	10385	2505	0.241213	0.005511	TS	W-methodST	2	Mealy_R100_5.fsm"
"0	2	100	5	5	0	1277	6623	1777	0.268307	0.006247	TS	Wp-method	3	Mealy_R100_5.fsm"
"0	2	100	5	5	0	1264	6558	1764	0.268984	0.006418	TS	Wp-methodST	4	Mealy_R100_5.fsm"
"0	2	100	5	5	0	1390	7203	1890	0.262391	0.002195	TS	HSI-method	5	Mealy_R100_5.fsm"
"0	2	100	5	5	0	519	3723	2022	0.543110	0.004194	TS	HSI-methodST	6	Mealy_R100_5.fsm"
"0	2	100	5	5	0	792	4970	2019	0.406237	0.003840	TS	H-method	7	Mealy_R100_5.fsm"
"0	2	100	5	5	0	765	4713	2102	0.446000	0.002716	TS	SPY-method	8	Mealy_R100_5.fsm"
"0	2	100	5	5	0	519	3723	2022	0.543110	0.004152	TS	SPY-methodST	9	Mealy_R100_5.fsm"
"0	2	100	5	5	0	622	4187	2029	0.484595	0.007602	TS	SPYH-method	10	Mealy_R100_5.fsm"
"0	2	100	5	5	0	217	3109	2536	0.815696	0.140888	TS	S-method	11	Mealy_R100_5.fsm"
"0	2	100	5	5	1	11540	79385	18930	0.238458	0.036345	TS	SVS-method	0	Mealy_R100_5.fsm"
"0	2	100	5	5	1	10025	61950	12530	0.202260	0.014586	TS	W-method	1	Mealy_R100_5.fsm"
"0	2	100	5	5	1	10025	61950	12530	0.202260	0.013979	TS	W-methodST	2	Mealy_R100_5.fsm"
"0	2	100	5	5	1	6368	39359	8873	0.225438	0.012072	TS	Wp-method	3	Mealy_R100_5.fsm"
"0	2	100	5	5	1	6304	38969	8809	0.226051	0.011867	TS	Wp-methodST	4	Mealy_R100_5.fsm"
"0	2	100	5	5	1	6941	42883	9446	0.220274	0.008065	TS	HSI-method	5	Mealy_R100_5.fsm"
"0	2	100	5	5	1	2567	21009	10107	0.481080	0.007202	TS	HSI-methodST	6	Mealy_R100_5.fsm"
"0	2	100	5	5	1	3551	26466	9760	0.368775	0.014489	TS	H-method	7	Mealy_R100_5.fsm"
"0	2	100	5	5	1	3204	25153	11389	0.452789	0.014507	TS	SPY-method	8	Mealy_R100_5.fsm"
"0	2	100	5	5	1	2567	21009	10107	0.481080	0.007555	TS	SPY-methodST	9	Mealy_R100_5.fsm"
"0	2	100	5	5	1	2557	21393	9802	0.458187	0.096676	TS	SPYH-method	10	Mealy_R100_5.fsm"
"0	2	100	5	5	1	978	17648	14188	0.803944	1.209912	TS	S-method	11	Mealy_R100_5.fsm"
"0	2	100	5	5	2	57723	454786	94673	0.208170	0.153905	TS	SVS-method	0	Mealy_R100_5.fsm"
"0	2	100	5	5	2	50125	359875	62655	0.174102	0.071202	TS	W-method	1	Mealy_R100_5.fsm"
"0	2	100	5	5	2	50125	359875	62655	0.174102	0.065022	TS	W-methodST	2	Mealy_R100_5.fsm"
"0	2	100	5	5	2	31877	228824	44407	0.194066	0.046812	TS	Wp-method	3	Mealy_R100_5.fsm"
"0	2	100	5	5	2	31549	226488	44079	0.194620	0.044367	TS	Wp-methodST	4	Mealy_R100_5.fsm"
"0	2	100	5	5	2	34762	249476	47292	0.189565	0.041869	TS	HSI-method	5	Mealy_R100_5.fsm"
"0	2	100	5	5	2	12898	118247	50489	0.426979	0.024704	TS	HSI-methodST	6	Mealy_R100_5.fsm"
"0	2	100	5	5	2	16208	142331	49583	0.348364	0.071648	TS	H-method	7	Mealy_R100_5.fsm"
"0	2	100	5	5	2	14911	138488	60479	0.436709	0.147819	TS	SPY-method	8	Mealy_R100_5.fsm"
"0	2	100	5	5	2	12898	118247	50489	0.426979	0.028104	TS	SPY-methodST	9	Mealy_R100_5.fsm"
"0	2	100	5	5	2	12728	119270	49020	0.411000	1.885108	TS	SPYH-method	10	Mealy_R100_5.fsm"
"0	2	100	5	5	2	5061	100559	77351	0.769210	21.560723	TS	S-method	11	Mealy_R100_5.fsm"
"0	2	100	5	5	0	2210	12843	3591	0.279608	0.016289	TS	SVS-method	0	Mealy_R100_5_M6sZH.fsm"
"0	2	100	5	5	0	2005	10826	2906	0.268428	0.006540	TS	W-method	1	Mealy_R100_5_M6sZH.fsm"
"0	2	100	5	5	0	1604	8741	2505	0.286580	0.005551	TS	W-methodST	2	Mealy_R100_5_M6sZH.fsm"
"0	2	100	5	5	0	1313	6855	1835	0.267688	0.006359	TS	Wp-method	3	Mealy_R100_5_M6sZH.fsm"
"0	2	100	5	5	0	1288	6725	1810	0.269145	0.006513	TS	Wp-methodST	4	Mealy_R100_5_M6sZH.fsm"
"0	2	100	5	5	0	1424	7434	1946	0.261770	0.002245	TS	HSI-method	5	Mealy_R100_5_M6sZH.fsm"
"0	2	100	5	5	0	462	3444	1999	0.580430	0.004264	TS	HSI-methodST	6	Mealy_R100_5_M6sZH.fsm"
"0	2	100	5	5	0	763	4811	1966	0.408647	0.003973	TS	H-method	7	Mealy_R100_5_M6sZH.fsm"
"0	2	100	5	5	0	832	5089	2149	0.422283	0.002721	TS	SPY-method	8	Mealy_R100_5_M6sZH.fsm"
"0	2	100	5	5	0	462	3444	1999	0.580430	0.004293	TS	SPY-methodST	9	Mealy_R100_5_M6sZH.fsm"
"0	2	100	5	5	0	596	4057	2016	0.496919	0.007348	TS	SPYH-method	10	Mealy_R100_5_M6sZH.fsm"
"0	2	100	5	5	0	235	3067	2440	0.795566	0.131522	TS	S-method	11	Mealy_R100_5_M6sZH.fsm"
"0	2	100	5	5	1	11060	75301	17955	0.238443	0.036244	TS	SVS-method	0	Mealy_R100_5_M6sZH.fsm"
"0	2	100	5	5	1	10025	64155	14535	0.226561	0.014950	TS	W-method	1	Mealy_R100_5_M6sZH.fsm"
"0	2	100	5	5	1	8020	51725	12530	0.242243	0.012334	TS	W-methodST	2	Mealy_R100_5_M6sZH.fsm"
"0	2	100	5	5	1	6526	40564	9135	0.225200	0.011990	TS	Wp-method	3	Mealy_R100_5_M6sZH.fsm"
"0	2	100	5	5	1	6415	39875	9024	0.226307	0.011908	TS	Wp-methodST	4	Mealy_R100_5_M6sZH.fsm"
"0	2	100	5	5	1	7097	44093	9706	0.220126	0.007808	TS	HSI-method	5	Mealy_R100_5_M6sZH.fsm"
"0	2	100	5	5	1	2309	19558	10019	0.512271	0.007018	TS	HSI-methodST	6	Mealy_R100_5_M6sZH.fsm"
"0	2	100	5	5	1	3116	23821	9373	0.393476	0.014201	TS	H-method	7	Mealy_R100_5_M6sZH.fsm"
"0	2	100	5	5	1	3503	26918	11456	0.425589	0.014322	TS	SPY-method	8	Mealy_R100_5_M6sZH.fsm"
"0	2	100	5	5	1	2309	19558	10019	0.512271	0.007344	TS	SPY-methodST	9	Mealy_R100_5_M6sZH.fsm"
"0	2	100	5	5	1	2284	19338	9511	0.491830	0.093515	TS	SPYH-method	10	Mealy_R100_5_M6sZH.fsm"
