"Correct/IndistMachines	FSMtype	States	Inputs	Outputs	ES	Resets	Symbols	Size	Exploration	seconds	AlgorithmType	Algorithm	AlgId	fileName"
"0	4	50	5	2	0	1854	23516	5961	0.253487	0.009476	TS	SVS-method	0	DFA_R50_5.fsm"
"0	4	50	5	2	0	1205	12298	3212	0.261181	0.005287	TS	W-method	1	DFA_R50_5.fsm"
"0	4	50	5	2	0	1456	15283	3865	0.252895	0.005844	TS	W-methodST	2	DFA_R50_5.fsm"
"0	4	50	5	2	0	1197	10706	2378	0.222118	0.004048	TS	Wp-method	3	DFA_R50_5.fsm"
"0	4	50	5	2	0	1195	10522	2184	0.207565	0.004282	TS	Wp-methodST	4	DFA_R50_5.fsm"
"0	4	50	5	2	0	884	8828	1567	0.177503	0.001989	TS	HSI-method	5	DFA_R50_5.fsm"
"0	4	50	5	2	0	354	5299	3165	0.597283	0.003135	TS	HSI-methodST	6	DFA_R50_5.fsm"
"0	4	50	5	2	0	590	7396	2397	0.324094	0.002395	TS	H-method	7	DFA_R50_5.fsm"
"0	4	50	5	2	0	529	6809	2721	0.399618	0.002130	TS	SPY-method	8	DFA_R50_5.fsm"
"0	4	50	5	2	0	354	5299	3165	0.597283	0.003044	TS	SPY-methodST	9	DFA_R50_5.fsm"
"0	4	50	5	2	0	345	4965	2381	0.479557	0.003536	TS	SPYH-method	10	DFA_R50_5.fsm"
"0	4	50	5	2	0	130	4138	3343	0.807878	0.034176	TS	S-method	11	DFA_R50_5.fsm"
"0	4	50	5	2	1	9495	138825	30455	0.219377	0.029681	TS	SVS-method	0	DFA_R50_5.fsm"
"0	4	50	5	2	1	6029	73552	16076	0.218566	0.016858	TS	W-method	1	DFA_R50_5.fsm"
"0	4	50	5	2	1	7285	90990	19342	0.212573	0.018503	TS	W-methodST	2	DFA_R50_5.fsm"
"0	4	50	5	2	1	6015	65694	11968	0.182178	0.013631	TS	Wp-method	3	DFA_R50_5.fsm"
"0	4	50	5	2	1	6010	64797	10973	0.169344	0.013383	TS	Wp-methodST	4	DFA_R50_5.fsm"
"0	4	50	5	2	1	4422	53036	7877	0.148522	0.009596	TS	HSI-method	5	DFA_R50_5.fsm"
"0	4	50	5	2	1	1771	30030	15802	0.526207	0.007348	TS	HSI-methodST	6	DFA_R50_5.fsm"
"0	4	50	5	2	1	2436	37088	11651	0.314145	0.009432	TS	H-method	7	DFA_R50_5.fsm"
"0	4	50	5	2	1	2347	37213	14587	0.391987	0.012626	TS	SPY-method	8	DFA_R50_5.fsm"
"0	4	50	5	2	1	1771	30030	15802	0.526207	0.007383	TS	SPY-methodST	9	DFA_R50_5.fsm"
"0	4	50	5	2	1	1462	26334	11305	0.429293	0.025257	TS	SPYH-method	10	DFA_R50_5.fsm"
"0	4	50	5	2	1	664	23094	17731	0.767775	0.303950	TS	S-method	11	DFA_R50_5.fsm"
"0	4	50	5	2	2	47602	790820	152637	0.193011	0.145957	TS	SVS-method	0	DFA_R50_5.fsm"
"0	4	50	5	2	2	30149	428062	80396	0.187814	0.091577	TS	W-method	1	DFA_R50_5.fsm"
"0	4	50	5	2	2	36430	527815	96727	0.183259	0.094478	TS	W-methodST	2	DFA_R50_5.fsm"
"0	4	50	5	2	2	30137	389250	59928	0.153958	0.076132	TS	Wp-method	3	DFA_R50_5.fsm"
"0	4	50	5	2	2	30045	384072	54860	0.142838	0.070323	TS	Wp-methodST	4	DFA_R50_5.fsm"
"0	4	50	5	2	2	22132	309778	39427	0.127275	0.056381	TS	HSI-method	5	DFA_R50_5.fsm"
"0	4	50	5	2	2	8921	168539	79105	0.469357	0.033540	TS	HSI-methodST	6	DFA_R50_5.fsm"
"0	4	50	5	2	2	10402	185612	58637	0.315912	0.051505	TS	H-method	7	DFA_R50_5.fsm"
"0	4	50	5	2	2	11101	206037	77629	0.376772	0.124818	TS	SPY-method	8	DFA_R50_5.fsm"
"0	4	50	5	2	2	8921	168539	79105	0.469357	0.032955	TS	SPY-methodST	9	DFA_R50_5.fsm"
"0	4	50	5	2	2	7177	143301	55813	0.389481	0.275626	TS	SPYH-method	10	DFA_R50_5.fsm"
"0	4	50	5	2	2	3483	129051	93869	0.727379	4.600672	TS	S-method	11	DFA_R50_5.fsm"
"0	4	50	5	2	0	1460	18392	5237	0.284743	0.009524	TS	SVS-method	0	DFA_R50_5_sxx6N.fsm"
"0	4	50	5	2	0	1456	14301	3463	0.242151	0.004758	TS	W-method	1	DFA_R50_5_sxx6N.fsm"
"0	4	50	5	2	0	1958	17761	2961	0.166714	0.004974	TS	W-methodST	2	DFA_R50_5_sxx6N.fsm"
"0	4	50	5	2	0	1209	10177	2174	0.213619	0.003719	TS	Wp-method	3	DFA_R50_5_sxx6N.fsm"
"0	4	50	5	2	0	1161	9649	1970	0.204166	0.003920	TS	Wp-methodST	4	DFA_R50_5_sxx6N.fsm"
"0	4	50	5	2	0	902	8638	1567	0.181408	0.001762	TS	HSI-method	5	DFA_R50_5_sxx6N.fsm"
"0	4	50	5	2	0	377	5349	3181	0.594691	0.002963	TS	HSI-methodST	6	DFA_R50_5_sxx6N.fsm"
"0	4	50	5	2	0	604	7306	2441	0.334109	0.002276	TS	H-method	7	DFA_R50_5_sxx6N.fsm"
"0	4	50	5	2	0	468	6042	2777	0.459616	0.002006	TS	SPY-method	8	DFA_R50_5_sxx6N.fsm"
"0	4	50	5	2	0	377	5349	3181	0.594691	0.002985	TS	SPY-methodST	9	DFA_R50_5_sxx6N.fsm"
"0	4	50	5	2	0	338	4834	2391	0.494621	0.003448	TS	SPYH-method	10	DFA_R50_5_sxx6N.fsm"
"0	4	50	5	2	0	140	4088	3289	0.804550	0.031260	TS	S-method	11	DFA_R50_5_sxx6N.fsm"
"0	4	50	5	2	1	7330	106832	26199	0.245236	0.024475	TS	SVS-method	0	DFA_R50_5_sxx6N.fsm"
"0	4	50	5	2	1	7285	86080	17332	0.201348	0.015343	TS	W-method	1	DFA_R50_5_sxx6N.fsm"
"0	4	50	5	2	1	9797	108400	14820	0.136716	0.017057	TS	W-methodST	2	DFA_R50_5_sxx6N.fsm"
"0	4	50	5	2	1	5983	62143	10796	0.173728	0.011717	TS	Wp-method	3	DFA_R50_5_sxx6N.fsm"
"0	4	50	5	2	1	5766	59172	9775	0.165196	0.011233	TS	Wp-methodST	4	DFA_R50_5_sxx6N.fsm"
"0	4	50	5	2	1	4496	52070	7803	0.149856	0.008257	TS	HSI-method	5	DFA_R50_5_sxx6N.fsm"
"0	4	50	5	2	1	1903	30722	15994	0.520604	0.006699	TS	HSI-methodST	6	DFA_R50_5_sxx6N.fsm"
"0	4	50	5	2	1	2732	39918	11457	0.287013	0.008895	TS	H-method	7	DFA_R50_5_sxx6N.fsm"
"0	4	50	5	2	1	2062	32988	14835	0.449709	0.011794	TS	SPY-method	8	DFA_R50_5_sxx6N.fsm"
"0	4	50	5	2	1	1903	30722	15994	0.520604	0.006923	TS	SPY-methodST	9	DFA_R50_5_sxx6N.fsm"
"0	4	50	5	2	1	1358	24694	11269	0.456346	0.024424	TS	SPYH-method	10	DFA_R50_5_sxx6N.fsm"
"0	4	50	5	2	1	645	22613	17713	0.783310	0.310639	TS	S-method	11	DFA_R50_5_sxx6N.fsm"
"0	4	50	5	2	2	36675	607905	131085	0.215634	0.113657	TS	SVS-method	0	DFA_R50_5_sxx6N.fsm"
"0	4	50	5	2	2	36430	503265	86677	0.172229	0.082243	TS	W-method	1	DFA_R50_5_sxx6N.fsm"
