Correct	FSMtype	States	Inputs	Outputs	Resets	OQs	EQs	symbols	Exploration	EE	BBresets	BBsymbols	seconds	Algorithm	CEprocessing	AlgId	Teacher	BB	fileName
1	2	400	5	5	45136	45136	1	368574	46221	0.125405	0	0	1.176232	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5.fsm
1	2	400	5	5	45075	45075	1	405083	46136	0.113893	0	0	1.306031	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_pj5AS.fsm
1	2	400	5	5	44866	44866	1	383406	46092	0.120217	0	0	1.305551	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_BV8TN.fsm
1	2	400	5	5	45122	45122	1	396776	46179	0.116386	0	0	1.312513	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_iqgHy.fsm
1	2	400	5	5	44856	44856	1	396784	46200	0.116436	0	0	1.331781	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_Uj3fg.fsm
1	2	400	5	5	44891	44891	1	415186	46079	0.110984	0	0	1.345500	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_d9C7V.fsm
1	2	400	5	5	45119	45119	1	363092	46144	0.127086	0	0	1.158982	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_z9Aii.fsm
1	2	400	5	5	45143	45143	1	442868	46195	0.104309	0	0	1.166504	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_zluhJ.fsm
1	2	400	5	5	45059	45059	1	386848	46064	0.119075	0	0	1.099182	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_GroSW.fsm
1	2	400	5	5	45089	45089	1	390452	46140	0.118171	0	0	1.124059	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_GK5xL.fsm
1	2	400	5	5	45146	45146	1	407191	46156	0.113352	0	0	1.201437	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_AdEjb.fsm
1	2	400	5	5	44799	44799	1	400320	46143	0.115265	0	0	1.324033	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_pQZnl.fsm
1	2	400	5	5	45037	45037	1	387969	46186	0.119046	0	0	1.214216	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_F9uV8.fsm
1	2	400	5	5	45048	45048	1	388016	46146	0.118928	0	0	1.271453	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_Smhyp.fsm
1	2	400	5	5	44923	44923	1	385260	46043	0.119511	0	0	1.272118	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_goRMM.fsm
1	2	400	5	5	45081	45081	1	360668	46208	0.128118	0	0	1.222687	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_D6E3D.fsm
1	2	400	5	5	45027	45027	1	378999	46187	0.121866	0	0	1.229813	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_CXIxf.fsm
1	2	400	5	5	44844	44844	1	385500	46084	0.119543	0	0	1.243848	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_IeQWI.fsm
1	2	400	5	5	45106	45106	1	379841	46217	0.121675	0	0	1.147157	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_HxZO1.fsm
1	2	400	5	5	45106	45106	1	386834	46208	0.119452	0	0	1.137071	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_5Z1aS.fsm
1	2	400	5	5	45287	45287	1	367163	46215	0.125871	0	0	1.034797	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_DyBjl.fsm
1	2	400	5	5	44842	44842	1	425295	46126	0.108456	0	0	1.222154	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_LGNlW.fsm
1	2	400	5	5	45288	45288	1	397405	46155	0.116141	0	0	1.175626	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_ecc79.fsm
1	2	400	5	5	44904	44904	1	373273	46048	0.123363	0	0	1.251245	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_f5F0f.fsm
1	2	400	5	5	44993	44993	1	406469	46221	0.113713	0	0	1.269083	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_gfAqs.fsm
1	2	400	5	5	45114	45114	1	375346	46192	0.123065	0	0	1.226200	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_Y87rG.fsm
1	2	400	5	5	45233	45233	1	406039	46175	0.113721	0	0	1.092989	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_oWsaD.fsm
1	2	400	5	5	44802	44802	1	393047	46200	0.117543	0	0	1.245275	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_A6FmH.fsm
1	2	400	5	5	45151	45151	1	386397	46182	0.119520	0	0	1.186213	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_Pw7A7.fsm
1	2	400	5	5	45135	45135	1	383438	46161	0.120387	0	0	1.176073	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_gyNu9.fsm
1	2	400	5	5	44947	44947	1	385986	46175	0.119629	0	0	1.234805	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_3as39.fsm
1	2	400	5	5	44974	44974	1	360710	46110	0.127831	0	0	1.227487	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_H0JTk.fsm
1	2	400	5	5	45024	45024	1	361460	46166	0.127721	0	0	1.222636	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_TLKMX.fsm
1	2	400	5	5	44893	44893	1	375070	46060	0.122804	0	0	1.217146	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_8vLFa.fsm
1	2	400	5	5	45141	45141	1	380929	46115	0.121059	0	0	1.193462	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_vTKJa.fsm
1	2	400	5	5	45095	45095	1	369369	46185	0.125038	0	0	1.311687	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_A67fT.fsm
1	2	400	5	5	45095	45095	1	406636	46134	0.113453	0	0	1.270145	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_NTx8p.fsm
1	2	400	5	5	45192	45192	1	383473	46144	0.120332	0	0	1.241247	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_Mp9dF.fsm
1	2	400	5	5	44809	44809	1	399669	46163	0.115503	0	0	1.328932	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_9iICR.fsm
1	2	400	5	5	45036	45036	1	404751	46186	0.114110	0	0	1.294635	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_omyWh.fsm
1	2	400	5	5	44873	44873	1	376568	46087	0.122387	0	0	1.158342	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_qNPyr.fsm
1	2	400	5	5	44938	44938	1	365965	46151	0.126108	0	0	1.166379	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_BOWDn.fsm
1	2	400	5	5	45132	45132	1	379087	46100	0.121608	0	0	1.143772	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_UTtCk.fsm
1	2	400	5	5	44987	44987	1	396523	46173	0.116445	0	0	1.213859	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_g4Mbe.fsm
1	2	400	5	5	45336	45336	1	368366	46218	0.125468	0	0	1.124481	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_DGWY0.fsm
1	2	400	5	5	44838	44838	1	409195	46075	0.112599	0	0	1.322908	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_B0d0p.fsm
1	2	400	5	5	45032	45032	1	358355	46164	0.128822	0	0	1.219203	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_9htSc.fsm
1	2	400	5	5	45013	45013	1	382498	46111	0.120552	0	0	1.090431	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_mMFTr.fsm
1	2	400	5	5	45011	45011	1	381104	46118	0.121012	0	0	1.202271	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_FLjaw.fsm
1	2	400	5	5	44861	44861	1	409725	46028	0.112339	0	0	1.259503	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_p0vZY.fsm
1	2	400	5	5	44851	44851	1	354059	46036	0.130024	0	0	1.251837	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_MF8ra.fsm
1	2	400	5	5	45106	45106	1	387417	46200	0.119251	0	0	1.236917	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_e2J7V.fsm
1	2	400	5	5	45048	45048	1	388502	46130	0.118738	0	0	1.262777	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_HnlYa.fsm
1	2	400	5	5	45089	45089	1	375763	46183	0.122905	0	0	1.265853	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_UbkPq.fsm
1	2	400	5	5	45096	45096	1	381166	46120	0.120997	0	0	1.184149	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_0p7XI.fsm
1	2	400	5	5	44939	44939	1	401647	46139	0.114875	0	0	1.209490	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_JN1yV.fsm
1	2	400	5	5	45086	45086	1	391035	46136	0.117984	0	0	1.156385	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_eWTAs.fsm
1	2	400	5	5	45049	45049	1	374850	46145	0.123103	0	0	1.200143	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_NaS8k.fsm
1	2	400	5	5	45034	45034	1	390338	46187	0.118326	0	0	1.210212	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_NL9RC.fsm
1	2	400	5	5	45086	45086	1	401355	46102	0.114866	0	0	1.180492	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_eJ78Z.fsm
1	2	400	5	5	45009	45009	1	365475	46065	0.126041	0	0	1.208909	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_IufS4.fsm
1	2	400	5	5	44880	44880	1	357650	46181	0.129123	0	0	1.187096	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_RlHuk.fsm
1	2	400	5	5	45302	45302	1	462824	46213	0.099850	0	0	1.194010	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_KkFlA.fsm
1	2	400	5	5	45053	45053	1	380395	46133	0.121277	0	0	1.148447	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_ksFs7.fsm
1	2	400	5	5	44855	44855	1	380390	46186	0.121417	0	0	1.221148	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_ILIwZ.fsm
1	2	400	5	5	44937	44937	1	410372	46069	0.112262	0	0	1.144692	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_n9T4X.fsm
1	2	400	5	5	45016	45016	1	386076	46217	0.119710	0	0	1.167914	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_Ncsy8.fsm
1	2	400	5	5	44802	44802	1	383440	46179	0.120433	0	0	1.284013	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_WVepv.fsm
1	2	400	5	5	44909	44909	1	437879	46103	0.105287	0	0	1.259033	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_ghGlp.fsm
1	2	400	5	5	45163	45163	1	396548	46138	0.116349	0	0	1.198283	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_U4U7C.fsm
1	2	400	5	5	44793	44793	1	362803	46160	0.127232	0	0	1.227903	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_8mENA.fsm
1	2	400	5	5	45178	45178	1	378315	46028	0.121666	0	0	1.215237	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_MVw9f.fsm
1	2	400	5	5	45156	45156	1	409562	46068	0.112481	0	0	1.181897	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_4mI0X.fsm
1	2	400	5	5	45190	45190	1	394177	46094	0.116937	0	0	1.214923	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_qSKeI.fsm
1	2	400	5	5	45092	45092	1	388490	46205	0.118935	0	0	1.235310	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_8gr0s.fsm
1	2	400	5	5	45102	45102	1	376376	46185	0.122710	0	0	1.246018	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_9lkXa.fsm
1	2	400	5	5	45002	45002	1	385992	46222	0.119749	0	0	1.152345	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_wPce1.fsm
1	2	400	5	5	45028	45028	1	396583	46075	0.116180	0	0	1.125503	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_Rzc1t.fsm
1	2	400	5	5	44824	44824	1	379700	46029	0.121225	0	0	1.140339	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_VKcQ0.fsm
1	2	400	5	5	44980	44980	1	390164	46132	0.118237	0	0	1.173457	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_wYaSa.fsm
1	2	400	5	5	44803	44803	1	363306	46048	0.126747	0	0	1.221451	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_U9ale.fsm
1	2	400	5	5	44997	44997	1	388924	46187	0.118756	0	0	1.265206	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_SqRt7.fsm
1	2	400	5	5	44724	44724	1	378473	46048	0.121668	0	0	1.258567	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_J9rYJ.fsm
1	2	400	5	5	45010	45010	1	361277	46195	0.127866	0	0	1.213466	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_RPYTH.fsm
1	2	400	5	5	45149	45149	1	383654	46154	0.120301	0	0	1.234552	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_xPnYJ.fsm
1	2	400	5	5	44880	44880	1	401801	46047	0.114602	0	0	1.267473	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_rnZ0i.fsm
1	2	400	5	5	45071	45071	1	409902	46221	0.112761	0	0	1.275440	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_IAGoT.fsm
1	2	400	5	5	45038	45038	1	399978	46128	0.115326	0	0	1.261550	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_bzyFW.fsm
1	2	400	5	5	45097	45097	1	449609	46127	0.102594	0	0	1.319050	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_9KsPU.fsm
1	2	400	5	5	45102	45102	1	376993	46069	0.122201	0	0	1.146852	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_wzoVu.fsm
1	2	400	5	5	44826	44826	1	374156	46100	0.123211	0	0	1.210776	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_2KPxS.fsm
1	2	400	5	5	45080	45080	1	423597	46099	0.108827	0	0	1.167065	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_kHbq9.fsm
1	2	400	5	5	45132	45132	1	385068	46031	0.119540	0	0	1.089651	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_SqZhn.fsm
1	2	400	5	5	45101	45101	1	366416	46046	0.125666	0	0	1.118370	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_NQm4G.fsm
1	2	400	5	5	45089	45089	1	385098	46096	0.119699	0	0	1.117359	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_Ohins.fsm
1	2	400	5	5	44789	44789	1	388284	46028	0.118542	0	0	1.226492	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_El8tu.fsm
1	2	400	5	5	45131	45131	1	383616	46097	0.120164	0	0	1.156137	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_ndDCU.fsm
1	2	400	5	5	44798	44798	1	397174	46045	0.115932	0	0	1.202897	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_VHUnJ.fsm
1	2	400	5	5	44861	44861	1	393032	46159	0.117443	0	0	1.273479	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_b4gp8.fsm
1	2	400	5	5	44977	44977	1	362834	46114	0.127094	0	0	1.161578	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_5_IqhL2.fsm
1	2	400	10	5	362346	362346	1	2827069	364210	0.128830	0	0	55.916698	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_10.fsm
1	2	400	10	5	362305	362305	1	2549894	364210	0.142833	0	0	53.125485	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_10_rFcBy.fsm
1	2	400	10	5	362321	362321	1	2550693	364210	0.142789	0	0	52.515581	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_10_RFl3m.fsm
1	2	400	10	5	362357	362357	1	2560818	364210	0.142224	0	0	53.161639	GoodSplit	maxDistLen:2+EQ	11	TeacherDFSM		Mealy_R400_10_UKuYY.fsm
